vox;algo;r1;ph;wf;ntf;snr;param;evalue;tvalue
8;LC;1.5;315;0;0;5;phest;-44.597450;315.000000
8;LC;1.5;315;0;0;5;m0est;1.044655;1.000000
9;LC;1.5;315;0;0;5;t1est;1.591520;1.500000
9;LC;1.5;315;0;0;5;bbya;2.119264;2.000000
9;LC;1.5;315;0;0;5;phest;-45.659222;315.000000
9;LC;1.5;315;0;0;5;m0est;0.999704;1.000000
10;LC;1.5;315;0;0;5;t1est;1.513520;1.500000
10;LC;1.5;315;0;0;5;bbya;2.006775;2.000000
10;LC;1.5;315;0;0;5;phest;-44.940964;315.000000
10;LC;1.5;315;0;0;5;m0est;1.002591;1.000000
1;LC;2;315;0;0;5;t1est;1.820556;2.000000
1;LC;2;315;0;0;5;bbya;1.911378;2.000000
1;LC;2;315;0;0;5;phest;-46.253788;315.000000
1;LC;2;315;0;0;5;m0est;0.992864;1.000000
2;LC;2;315;0;0;5;t1est;1.953791;2.000000
2;LC;2;315;0;0;5;bbya;1.989215;2.000000
2;LC;2;315;0;0;5;phest;-45.089920;315.000000
2;LC;2;315;0;0;5;m0est;0.961293;1.000000
3;LC;2;315;0;0;5;t1est;2.006646;2.000000
3;LC;2;315;0;0;5;bbya;2.017477;2.000000
3;LC;2;315;0;0;5;phest;-45.678036;315.000000
3;LC;2;315;0;0;5;m0est;0.999648;1.000000
4;LC;2;315;0;0;5;t1est;1.907604;2.000000
4;LC;2;315;0;0;5;bbya;1.912774;2.000000
4;LC;2;315;0;0;5;phest;-44.445271;315.000000
4;LC;2;315;0;0;5;m0est;1.023299;1.000000
5;LC;2;315;0;0;5;t1est;1.987042;2.000000
5;LC;2;315;0;0;5;bbya;2.033365;2.000000
5;LC;2;315;0;0;5;phest;-44.761974;315.000000
5;LC;2;315;0;0;5;m0est;0.986001;1.000000
6;LC;2;315;0;0;5;t1est;1.923175;2.000000
6;LC;2;315;0;0;5;bbya;2.021650;2.000000
6;LC;2;315;0;0;5;phest;-45.943333;315.000000
6;LC;2;315;0;0;5;m0est;0.992709;1.000000
7;LC;2;315;0;0;5;t1est;2.020190;2.000000
7;LC;2;315;0;0;5;bbya;1.966865;2.000000
7;LC;2;315;0;0;5;phest;-44.935043;315.000000
7;LC;2;315;0;0;5;m0est;1.046455;1.000000
8;LC;2;315;0;0;5;t1est;1.963230;2.000000
8;LC;2;315;0;0;5;bbya;1.974750;2.000000
8;LC;2;315;0;0;5;phest;-43.999180;315.000000
8;LC;2;315;0;0;5;m0est;0.989446;1.000000
9;LC;2;315;0;0;5;t1est;1.872016;2.000000
9;LC;2;315;0;0;5;bbya;1.772339;2.000000
9;LC;2;315;0;0;5;phest;-42.981712;315.000000
9;LC;2;315;0;0;5;m0est;1.089258;1.000000
1;LC;2.5;315;0;0;5;t1est;2.441890;2.500000
1;LC;2.5;315;0;0;5;bbya;1.927872;2.000000
1;LC;2.5;315;0;0;5;phest;-43.036312;315.000000
1;LC;2.5;315;0;0;5;m0est;1.048943;1.000000
2;LC;2.5;315;0;0;5;t1est;2.412420;2.500000
2;LC;2.5;315;0;0;5;bbya;2.017858;2.000000
2;LC;2.5;315;0;0;5;phest;-44.359612;315.000000
2;LC;2.5;315;0;0;5;m0est;0.973452;1.000000
3;LC;2.5;315;0;0;5;t1est;2.578226;2.500000
3;LC;2.5;315;0;0;5;bbya;1.771600;2.000000
3;LC;2.5;315;0;0;5;phest;-46.813908;315.000000
3;LC;2.5;315;0;0;5;m0est;1.163429;1.000000
4;LC;2.5;315;0;0;5;t1est;2.511731;2.500000
4;LC;2.5;315;0;0;5;bbya;1.910467;2.000000
4;LC;2.5;315;0;0;5;phest;-44.354237;315.000000
4;LC;2.5;315;0;0;5;m0est;1.123452;1.000000
5;LC;2.5;315;0;0;5;t1est;2.432225;2.500000
5;LC;2.5;315;0;0;5;bbya;1.969248;2.000000
5;LC;2.5;315;0;0;5;phest;-46.229362;315.000000
5;LC;2.5;315;0;0;5;m0est;1.094647;1.000000
6;LC;2.5;315;0;0;5;t1est;2.464298;2.500000
6;LC;2.5;315;0;0;5;bbya;1.958549;2.000000
6;LC;2.5;315;0;0;5;phest;-43.514328;315.000000
6;LC;2.5;315;0;0;5;m0est;1.061040;1.000000
7;LC;2.5;315;0;0;5;t1est;2.600578;2.500000
7;LC;2.5;315;0;0;5;bbya;1.847130;2.000000
7;LC;2.5;315;0;0;5;phest;-46.126408;315.000000
7;LC;2.5;315;0;0;5;m0est;1.218495;1.000000
8;LC;2.5;315;0;0;5;t1est;2.399752;2.500000
8;LC;2.5;315;0;0;5;bbya;1.858800;2.000000
8;LC;2.5;315;0;0;5;phest;-46.586876;315.000000
8;LC;2.5;315;0;0;5;m0est;1.045975;1.000000
9;LC;2.5;315;0;0;5;t1est;2.526762;2.500000
9;LC;2.5;315;0;0;5;bbya;2.117896;2.000000
9;LC;2.5;315;0;0;5;phest;-43.774471;315.000000
9;LC;2.5;315;0;0;5;m0est;0.983214;1.000000
10;LC;2.5;315;0;0;5;t1est;2.331922;2.500000
10;LC;2.5;315;0;0;5;bbya;1.893423;2.000000
10;LC;2.5;315;0;0;5;phest;-44.746929;315.000000
10;LC;2.5;315;0;0;5;m0est;1.075732;1.000000
1;LC;0.5;0;0;0;3;t1est;0.489288;0.500000
1;LC;0.5;0;0;0;3;bbya;2.023388;2.000000
1;LC;0.5;0;0;0;3;phest;1.962228;0.000000
1;LC;0.5;0;0;0;3;m0est;1.027441;1.000000
2;LC;0.5;0;0;0;3;t1est;0.612438;0.500000
2;LC;0.5;0;0;0;3;bbya;2.282468;2.000000
2;LC;0.5;0;0;0;3;phest;0.318629;0.000000
2;LC;0.5;0;0;0;3;m0est;1.014539;1.000000
3;LC;0.5;0;0;0;3;t1est;0.542771;0.500000
3;LC;0.5;0;0;0;3;bbya;1.921897;2.000000
3;LC;0.5;0;0;0;3;phest;0.012211;0.000000
3;LC;0.5;0;0;0;3;m0est;0.989036;1.000000
4;LC;0.5;0;0;0;3;t1est;0.515578;0.500000
4;LC;0.5;0;0;0;3;bbya;1.976310;2.000000
4;LC;0.5;0;0;0;3;phest;0.242827;0.000000
4;LC;0.5;0;0;0;3;m0est;0.965896;1.000000
5;LC;0.5;0;0;0;3;t1est;0.470046;0.500000
5;LC;0.5;0;0;0;3;bbya;2.069322;2.000000
5;LC;0.5;0;0;0;3;phest;4.891615;0.000000
5;LC;0.5;0;0;0;3;m0est;0.944095;1.000000
6;LC;0.5;0;0;0;3;t1est;0.655749;0.500000
6;LC;0.5;0;0;0;3;bbya;2.287767;2.000000
6;LC;0.5;0;0;0;3;phest;3.834978;0.000000
6;LC;0.5;0;0;0;3;m0est;0.967699;1.000000
7;LC;0.5;0;0;0;3;t1est;0.606995;0.500000
7;LC;0.5;0;0;0;3;bbya;2.314304;2.000000
7;LC;0.5;0;0;0;3;phest;0.455214;0.000000
7;LC;0.5;0;0;0;3;m0est;0.934613;1.000000
8;LC;0.5;0;0;0;3;t1est;0.468040;0.500000
8;LC;0.5;0;0;0;3;bbya;2.094298;2.000000
8;LC;0.5;0;0;0;3;phest;-0.091300;0.000000
8;LC;0.5;0;0;0;3;m0est;0.939856;1.000000
9;LC;0.5;0;0;0;3;t1est;0.576843;0.500000
9;LC;0.5;0;0;0;3;bbya;2.179581;2.000000
9;LC;0.5;0;0;0;3;phest;-0.109479;0.000000
9;LC;0.5;0;0;0;3;m0est;0.997499;1.000000
10;LC;0.5;0;0;0;3;t1est;0.507117;0.500000
10;LC;0.5;0;0;0;3;bbya;2.086142;2.000000
10;LC;0.5;0;0;0;3;phest;-0.123165;0.000000
10;LC;0.5;0;0;0;3;m0est;0.952924;1.000000
1;LC;1;0;0;0;3;t1est;1.056396;1.000000
1;LC;1;0;0;0;3;bbya;2.223943;2.000000
1;LC;1;0;0;0;3;phest;2.240878;0.000000
1;LC;1;0;0;0;3;m0est;0.999158;1.000000
2;LC;1;0;0;0;3;t1est;1.194380;1.000000
2;LC;1;0;0;0;3;bbya;2.106392;2.000000
2;LC;1;0;0;0;3;phest;2.604184;0.000000
2;LC;1;0;0;0;3;m0est;1.016007;1.000000
3;LC;1;0;0;0;3;t1est;1.128877;1.000000
3;LC;1;0;0;0;3;bbya;2.244338;2.000000
3;LC;1;0;0;0;3;phest;-2.330739;0.000000
3;LC;1;0;0;0;3;m0est;1.014107;1.000000
4;LC;1;0;0;0;3;t1est;0.939421;1.000000
4;LC;1;0;0;0;3;bbya;1.833269;2.000000
4;LC;1;0;0;0;3;phest;0.883835;0.000000
4;LC;1;0;0;0;3;m0est;1.060526;1.000000
5;LC;1;0;0;0;3;t1est;0.896445;1.000000
5;LC;1;0;0;0;3;bbya;1.958329;2.000000
5;LC;1;0;0;0;3;phest;2.075212;0.000000
5;LC;1;0;0;0;3;m0est;1.009188;1.000000
6;LC;1;0;0;0;3;t1est;0.936498;1.000000
6;LC;1;0;0;0;3;bbya;2.066296;2.000000
6;LC;1;0;0;0;3;phest;0.746966;0.000000
6;LC;1;0;0;0;3;m0est;0.906554;1.000000
7;LC;1;0;0;0;3;t1est;0.957183;1.000000
7;LC;1;0;0;0;3;bbya;2.030471;2.000000
7;LC;1;0;0;0;3;phest;0.894809;0.000000
7;LC;1;0;0;0;3;m0est;1.004646;1.000000
8;LC;1;0;0;0;3;t1est;1.300135;1.000000
8;LC;1;0;0;0;3;bbya;2.209883;2.000000
8;LC;1;0;0;0;3;phest;0.572273;0.000000
8;LC;1;0;0;0;3;m0est;0.948086;1.000000
9;LC;1;0;0;0;3;t1est;0.942299;1.000000
9;LC;1;0;0;0;3;bbya;2.000955;2.000000
9;LC;1;0;0;0;3;phest;-1.921120;0.000000
9;LC;1;0;0;0;3;m0est;1.032195;1.000000
10;LC;1;0;0;0;3;t1est;0.987585;1.000000
10;LC;1;0;0;0;3;bbya;1.863436;2.000000
10;LC;1;0;0;0;3;phest;2.461233;0.000000
10;LC;1;0;0;0;3;m0est;1.035147;1.000000
1;LC;1.5;0;0;0;3;t1est;1.624023;1.500000
1;LC;1.5;0;0;0;3;bbya;2.125797;2.000000
1;LC;1.5;0;0;0;3;phest;1.257191;0.000000
1;LC;1.5;0;0;0;3;m0est;0.965976;1.000000
2;LC;1.5;0;0;0;3;t1est;1.487454;1.500000
2;LC;1.5;0;0;0;3;bbya;1.806438;2.000000
2;LC;1.5;0;0;0;3;phest;0.624707;0.000000
2;LC;1.5;0;0;0;3;m0est;1.111357;1.000000
3;LC;1.5;0;0;0;3;t1est;1.393996;1.500000
3;LC;1.5;0;0;0;3;bbya;1.776079;2.000000
3;LC;1.5;0;0;0;3;phest;-1.573936;0.000000
3;LC;1.5;0;0;0;3;m0est;1.041709;1.000000
4;LC;1.5;0;0;0;3;t1est;1.448514;1.500000
4;LC;1.5;0;0;0;3;bbya;1.701151;2.000000
4;LC;1.5;0;0;0;3;phest;-0.289157;0.000000
4;LC;1.5;0;0;0;3;m0est;1.118317;1.000000
5;LC;1.5;0;0;0;3;t1est;1.594975;1.500000
5;LC;1.5;0;0;0;3;bbya;2.016010;2.000000
5;LC;1.5;0;0;0;3;phest;0.924055;0.000000
5;LC;1.5;0;0;0;3;m0est;1.015641;1.000000
6;LC;1.5;0;0;0;3;t1est;1.559662;1.500000
6;LC;1.5;0;0;0;3;bbya;2.001972;2.000000
6;LC;1.5;0;0;0;3;phest;0.562533;0.000000
6;LC;1.5;0;0;0;3;m0est;1.075024;1.000000
7;LC;1.5;0;0;0;3;t1est;1.364948;1.500000
7;LC;1.5;0;0;0;3;bbya;1.837099;2.000000
7;LC;1.5;0;0;0;3;phest;1.461224;0.000000
7;LC;1.5;0;0;0;3;m0est;1.031671;1.000000
8;LC;1.5;0;0;0;3;t1est;1.723294;1.500000
8;LC;1.5;0;0;0;3;bbya;2.192827;2.000000
8;LC;1.5;0;0;0;3;phest;-0.215270;0.000000
8;LC;1.5;0;0;0;3;m0est;0.993608;1.000000
9;LC;1.5;0;0;0;3;t1est;1.505513;1.500000
9;LC;1.5;0;0;0;3;bbya;1.941926;2.000000
9;LC;1.5;0;0;0;3;phest;2.497193;0.000000
9;LC;1.5;0;0;0;3;m0est;1.016628;1.000000
10;LC;1.5;0;0;0;3;t1est;1.346487;1.500000
10;LC;1.5;0;0;0;3;bbya;1.852457;2.000000
10;LC;1.5;0;0;0;3;phest;1.443239;0.000000
10;LC;1.5;0;0;0;3;m0est;1.020145;1.000000
1;LC;2;0;0;0;3;t1est;2.317024;2.000000
1;LC;2;0;0;0;3;bbya;2.378005;2.000000
1;LC;2;0;0;0;3;phest;-1.454297;0.000000
1;LC;2;0;0;0;3;m0est;0.928687;1.000000
2;LC;2;0;0;0;3;t1est;2.051525;2.000000
2;LC;2;0;0;0;3;bbya;2.233715;2.000000
2;LC;2;0;0;0;3;phest;1.683125;0.000000
2;LC;2;0;0;0;3;m0est;0.965206;1.000000
3;LC;2;0;0;0;3;t1est;2.026088;2.000000
3;LC;2;0;0;0;3;bbya;2.057022;2.000000
3;LC;2;0;0;0;3;phest;0.735918;0.000000
3;LC;2;0;0;0;3;m0est;0.998418;1.000000
4;LC;2;0;0;0;3;t1est;1.843527;2.000000
4;LC;2;0;0;0;3;bbya;1.766663;2.000000
4;LC;2;0;0;0;3;phest;1.989979;0.000000
4;LC;2;0;0;0;3;m0est;1.174476;1.000000
5;LC;2;0;0;0;3;t1est;1.894399;2.000000
5;LC;2;0;0;0;3;bbya;2.100132;2.000000
5;LC;2;0;0;0;3;phest;-1.038030;0.000000
5;LC;2;0;0;0;3;m0est;0.947057;1.000000
6;LC;2;0;0;0;3;t1est;2.175637;2.000000
6;LC;2;0;0;0;3;bbya;2.368873;2.000000
6;LC;2;0;0;0;3;phest;0.311947;0.000000
6;LC;2;0;0;0;3;m0est;0.861931;1.000000
7;LC;2;0;0;0;3;t1est;1.946666;2.000000
7;LC;2;0;0;0;3;bbya;1.855172;2.000000
7;LC;2;0;0;0;3;phest;-3.526163;0.000000
7;LC;2;0;0;0;3;m0est;1.066252;1.000000
8;LC;2;0;0;0;3;t1est;1.799367;2.000000
8;LC;2;0;0;0;3;bbya;1.788990;2.000000
8;LC;2;0;0;0;3;phest;4.582163;0.000000
8;LC;2;0;0;0;3;m0est;1.069946;1.000000
9;LC;2;0;0;0;3;t1est;1.884277;2.000000
9;LC;2;0;0;0;3;bbya;2.040640;2.000000
9;LC;2;0;0;0;3;phest;3.615383;0.000000
9;LC;2;0;0;0;3;m0est;1.005488;1.000000
10;LC;2;0;0;0;3;t1est;2.232216;2.000000
10;LC;2;0;0;0;3;bbya;2.133582;2.000000
10;LC;2;0;0;0;3;phest;1.471750;0.000000
10;LC;2;0;0;0;3;m0est;0.960520;1.000000
1;LC;2.5;0;0;0;3;t1est;2.496939;2.500000
1;LC;2.5;0;0;0;3;bbya;2.025230;2.000000
1;LC;2.5;0;0;0;3;phest;1.019447;0.000000
1;LC;2.5;0;0;0;3;m0est;0.939432;1.000000
2;LC;2.5;0;0;0;3;t1est;2.463160;2.500000
2;LC;2.5;0;0;0;3;bbya;1.749107;2.000000
2;LC;2.5;0;0;0;3;phest;-1.983809;0.000000
2;LC;2.5;0;0;0;3;m0est;1.175097;1.000000
3;LC;2.5;0;0;0;3;t1est;2.530749;2.500000
3;LC;2.5;0;0;0;3;bbya;2.045148;2.000000
3;LC;2.5;0;0;0;3;phest;2.390719;0.000000
3;LC;2.5;0;0;0;3;m0est;0.957554;1.000000
4;LC;2.5;0;0;0;3;t1est;2.508746;2.500000
4;LC;2.5;0;0;0;3;bbya;2.220473;2.000000
4;LC;2.5;0;0;0;3;phest;0.499590;0.000000
4;LC;2.5;0;0;0;3;m0est;0.927453;1.000000
5;LC;2.5;0;0;0;3;t1est;2.574163;2.500000
5;LC;2.5;0;0;0;3;bbya;1.990177;2.000000
5;LC;2.5;0;0;0;3;phest;6.146732;0.000000
5;LC;2.5;0;0;0;3;m0est;0.997466;1.000000
6;LC;2.5;0;0;0;3;t1est;2.610441;2.500000
6;LC;2.5;0;0;0;3;bbya;2.206715;2.000000
6;LC;2.5;0;0;0;3;phest;-3.559474;0.000000
6;LC;2.5;0;0;0;3;m0est;0.933593;1.000000
7;LC;2.5;0;0;0;3;t1est;2.535157;2.500000
7;LC;2.5;0;0;0;3;bbya;1.742752;2.000000
7;LC;2.5;0;0;0;3;phest;1.018474;0.000000
7;LC;2.5;0;0;0;3;m0est;1.212528;1.000000
8;LC;2.5;0;0;0;3;t1est;2.427924;2.500000
8;LC;2.5;0;0;0;3;bbya;1.928957;2.000000
8;LC;2.5;0;0;0;3;phest;4.581796;0.000000
8;LC;2.5;0;0;0;3;m0est;0.996084;1.000000
9;LC;2.5;0;0;0;3;t1est;2.655813;2.500000
9;LC;2.5;0;0;0;3;bbya;2.018651;2.000000
9;LC;2.5;0;0;0;3;phest;-1.958762;0.000000
9;LC;2.5;0;0;0;3;m0est;0.985467;1.000000
10;LC;2.5;0;0;0;3;t1est;2.186209;2.500000
10;LC;2.5;0;0;0;3;bbya;1.768429;2.000000
10;LC;2.5;0;0;0;3;phest;3.587194;0.000000
10;LC;2.5;0;0;0;3;m0est;1.134847;1.000000
1;LC;0.5;45;0;0;3;t1est;0.404300;0.500000
1;LC;0.5;45;0;0;3;bbya;2.184563;2.000000
1;LC;0.5;45;0;0;3;phest;43.797604;45.000000
1;LC;0.5;45;0;0;3;m0est;1.020478;1.000000
2;LC;0.5;45;0;0;3;t1est;0.496395;0.500000
2;LC;0.5;45;0;0;3;bbya;1.999282;2.000000
2;LC;0.5;45;0;0;3;phest;46.780014;45.000000
2;LC;0.5;45;0;0;3;m0est;0.970626;1.000000
3;LC;0.5;45;0;0;3;t1est;0.538018;0.500000
3;LC;0.5;45;0;0;3;bbya;2.284270;2.000000
3;LC;0.5;45;0;0;3;phest;44.350605;45.000000
3;LC;0.5;45;0;0;3;m0est;1.006900;1.000000
4;LC;0.5;45;0;0;3;t1est;0.502262;0.500000
4;LC;0.5;45;0;0;3;bbya;1.991583;2.000000
4;LC;0.5;45;0;0;3;phest;42.908863;45.000000
4;LC;0.5;45;0;0;3;m0est;1.000405;1.000000
5;LC;0.5;45;0;0;3;t1est;0.499974;0.500000
5;LC;0.5;45;0;0;3;bbya;2.147681;2.000000
5;LC;0.5;45;0;0;3;phest;44.686092;45.000000
5;LC;0.5;45;0;0;3;m0est;1.024384;1.000000
6;LC;0.5;45;0;0;3;t1est;0.584793;0.500000
6;LC;0.5;45;0;0;3;bbya;2.229940;2.000000
6;LC;0.5;45;0;0;3;phest;43.789787;45.000000
6;LC;0.5;45;0;0;3;m0est;1.004411;1.000000
7;LC;0.5;45;0;0;3;t1est;0.549816;0.500000
7;LC;0.5;45;0;0;3;bbya;1.745394;2.000000
7;LC;0.5;45;0;0;3;phest;43.688034;45.000000
7;LC;0.5;45;0;0;3;m0est;1.063251;1.000000
8;LC;0.5;45;0;0;3;t1est;0.514979;0.500000
8;LC;0.5;45;0;0;3;bbya;2.111360;2.000000
8;LC;0.5;45;0;0;3;phest;44.024658;45.000000
8;LC;0.5;45;0;0;3;m0est;1.007790;1.000000
9;LC;0.5;45;0;0;3;t1est;0.535657;0.500000
9;LC;0.5;45;0;0;3;bbya;2.134513;2.000000
9;LC;0.5;45;0;0;3;phest;46.569443;45.000000
9;LC;0.5;45;0;0;3;m0est;0.963116;1.000000
10;LC;0.5;45;0;0;3;t1est;0.506874;0.500000
10;LC;0.5;45;0;0;3;bbya;1.914494;2.000000
10;LC;0.5;45;0;0;3;phest;43.855957;45.000000
10;LC;0.5;45;0;0;3;m0est;0.997454;1.000000
1;LC;1;45;0;0;3;t1est;1.018584;1.000000
1;LC;1;45;0;0;3;bbya;1.993610;2.000000
1;LC;1;45;0;0;3;phest;47.528107;45.000000
1;LC;1;45;0;0;3;m0est;0.999425;1.000000
2;LC;1;45;0;0;3;t1est;1.056970;1.000000
2;LC;1;45;0;0;3;bbya;2.197848;2.000000
2;LC;1;45;0;0;3;phest;41.995701;45.000000
2;LC;1;45;0;0;3;m0est;1.005322;1.000000
3;LC;1;45;0;0;3;t1est;0.989374;1.000000
3;LC;1;45;0;0;3;bbya;2.132040;2.000000
3;LC;1;45;0;0;3;phest;43.821365;45.000000
3;LC;1;45;0;0;3;m0est;0.909723;1.000000
4;LC;1;45;0;0;3;t1est;1.007994;1.000000
4;LC;1;45;0;0;3;bbya;2.176919;2.000000
4;LC;1;45;0;0;3;phest;44.262505;45.000000
4;LC;1;45;0;0;3;m0est;1.009718;1.000000
5;LC;1;45;0;0;3;t1est;1.053064;1.000000
5;LC;1;45;0;0;3;bbya;2.080817;2.000000
5;LC;1;45;0;0;3;phest;44.637093;45.000000
5;LC;1;45;0;0;3;m0est;1.018799;1.000000
6;LC;1;45;0;0;3;t1est;0.975834;1.000000
6;LC;1;45;0;0;3;bbya;1.992350;2.000000
6;LC;1;45;0;0;3;phest;45.398319;45.000000
6;LC;1;45;0;0;3;m0est;1.003885;1.000000
7;LC;1;45;0;0;3;t1est;0.918593;1.000000
7;LC;1;45;0;0;3;bbya;1.768510;2.000000
7;LC;1;45;0;0;3;phest;44.052422;45.000000
7;LC;1;45;0;0;3;m0est;1.035505;1.000000
8;LC;1;45;0;0;3;t1est;0.938708;1.000000
8;LC;1;45;0;0;3;bbya;1.838560;2.000000
8;LC;1;45;0;0;3;phest;46.901566;45.000000
8;LC;1;45;0;0;3;m0est;1.083075;1.000000
9;LC;1;45;0;0;3;t1est;1.012694;1.000000
9;LC;1;45;0;0;3;bbya;2.196410;2.000000
9;LC;1;45;0;0;3;phest;42.449726;45.000000
9;LC;1;45;0;0;3;m0est;1.003080;1.000000
10;LC;1;45;0;0;3;t1est;0.986158;1.000000
10;LC;1;45;0;0;3;bbya;2.030018;2.000000
10;LC;1;45;0;0;3;phest;41.353123;45.000000
10;LC;1;45;0;0;3;m0est;0.992008;1.000000
1;LC;1.5;45;0;0;3;t1est;1.434831;1.500000
1;LC;1.5;45;0;0;3;bbya;2.019138;2.000000
1;LC;1.5;45;0;0;3;phest;43.649200;45.000000
1;LC;1.5;45;0;0;3;m0est;0.997478;1.000000
2;LC;1.5;45;0;0;3;t1est;1.377033;1.500000
2;LC;1.5;45;0;0;3;bbya;1.734710;2.000000
2;LC;1.5;45;0;0;3;phest;45.345249;45.000000
2;LC;1.5;45;0;0;3;m0est;0.998649;1.000000
3;LC;1.5;45;0;0;3;t1est;1.374216;1.500000
3;LC;1.5;45;0;0;3;bbya;1.983706;2.000000
3;LC;1.5;45;0;0;3;phest;43.083458;45.000000
3;LC;1.5;45;0;0;3;m0est;0.997954;1.000000
4;LC;1.5;45;0;0;3;t1est;1.392661;1.500000
4;LC;1.5;45;0;0;3;bbya;1.927335;2.000000
4;LC;1.5;45;0;0;3;phest;43.246670;45.000000
4;LC;1.5;45;0;0;3;m0est;1.035849;1.000000
5;LC;1.5;45;0;0;3;t1est;1.400587;1.500000
5;LC;1.5;45;0;0;3;bbya;1.990990;2.000000
5;LC;1.5;45;0;0;3;phest;43.385132;45.000000
5;LC;1.5;45;0;0;3;m0est;0.991382;1.000000
6;LC;1.5;45;0;0;3;t1est;1.427071;1.500000
6;LC;1.5;45;0;0;3;bbya;1.836234;2.000000
6;LC;1.5;45;0;0;3;phest;44.929813;45.000000
6;LC;1.5;45;0;0;3;m0est;0.969549;1.000000
7;LC;1.5;45;0;0;3;t1est;1.285188;1.500000
7;LC;1.5;45;0;0;3;bbya;1.912873;2.000000
7;LC;1.5;45;0;0;3;phest;49.595230;45.000000
7;LC;1.5;45;0;0;3;m0est;0.959916;1.000000
8;LC;1.5;45;0;0;3;t1est;1.380942;1.500000
8;LC;1.5;45;0;0;3;bbya;1.852720;2.000000
8;LC;1.5;45;0;0;3;phest;47.379292;45.000000
8;LC;1.5;45;0;0;3;m0est;1.034987;1.000000
1;LC;2;45;0;0;3;t1est;1.826973;2.000000
1;LC;2;45;0;0;3;bbya;1.866413;2.000000
1;LC;2;45;0;0;3;phest;43.364880;45.000000
1;LC;2;45;0;0;3;m0est;1.019831;1.000000
2;LC;2;45;0;0;3;t1est;2.145529;2.000000
2;LC;2;45;0;0;3;bbya;2.130910;2.000000
2;LC;2;45;0;0;3;phest;44.621101;45.000000
2;LC;2;45;0;0;3;m0est;0.945344;1.000000
3;LC;2;45;0;0;3;t1est;2.036336;2.000000
3;LC;2;45;0;0;3;bbya;2.054962;2.000000
3;LC;2;45;0;0;3;phest;49.810482;45.000000
3;LC;2;45;0;0;3;m0est;1.048085;1.000000
4;LC;2;45;0;0;3;t1est;1.756773;2.000000
4;LC;2;45;0;0;3;bbya;2.007967;2.000000
4;LC;2;45;0;0;3;phest;46.326084;45.000000
4;LC;2;45;0;0;3;m0est;1.036543;1.000000
5;LC;2;45;0;0;3;t1est;2.206451;2.000000
5;LC;2;45;0;0;3;bbya;2.237921;2.000000
5;LC;2;45;0;0;3;phest;43.075497;45.000000
5;LC;2;45;0;0;3;m0est;0.882110;1.000000
6;LC;2;45;0;0;3;t1est;1.893247;2.000000
6;LC;2;45;0;0;3;bbya;1.764275;2.000000
6;LC;2;45;0;0;3;phest;43.880444;45.000000
6;LC;2;45;0;0;3;m0est;1.087950;1.000000
7;LC;2;45;0;0;3;t1est;2.039362;2.000000
7;LC;2;45;0;0;3;bbya;1.874156;2.000000
7;LC;2;45;0;0;3;phest;46.400131;45.000000
7;LC;2;45;0;0;3;m0est;1.140339;1.000000
8;LC;2;45;0;0;3;t1est;1.885569;2.000000
8;LC;2;45;0;0;3;bbya;2.080831;2.000000
8;LC;2;45;0;0;3;phest;47.501183;45.000000
8;LC;2;45;0;0;3;m0est;0.878659;1.000000
9;LC;2;45;0;0;3;t1est;2.009355;2.000000
9;LC;2;45;0;0;3;bbya;1.943438;2.000000
9;LC;2;45;0;0;3;phest;46.492233;45.000000
9;LC;2;45;0;0;3;m0est;0.997040;1.000000
10;LC;2;45;0;0;3;t1est;2.040125;2.000000
10;LC;2;45;0;0;3;bbya;2.068401;2.000000
10;LC;2;45;0;0;3;phest;47.082142;45.000000
10;LC;2;45;0;0;3;m0est;1.002418;1.000000
1;LC;2.5;45;0;0;3;t1est;2.687515;2.500000
1;LC;2.5;45;0;0;3;bbya;1.981795;2.000000
1;LC;2.5;45;0;0;3;phest;41.680485;45.000000
1;LC;2.5;45;0;0;3;m0est;1.047677;1.000000
2;LC;2.5;45;0;0;3;t1est;2.665857;2.500000
2;LC;2.5;45;0;0;3;bbya;1.898402;2.000000
2;LC;2.5;45;0;0;3;phest;42.515892;45.000000
2;LC;2.5;45;0;0;3;m0est;1.100605;1.000000
3;LC;2.5;45;0;0;3;t1est;2.521314;2.500000
3;LC;2.5;45;0;0;3;bbya;1.810063;2.000000
3;LC;2.5;45;0;0;3;phest;41.981998;45.000000
3;LC;2.5;45;0;0;3;m0est;1.128984;1.000000
4;LC;2.5;45;0;0;3;t1est;2.543893;2.500000
4;LC;2.5;45;0;0;3;bbya;2.603335;2.000000
4;LC;2.5;45;0;0;3;phest;45.520672;45.000000
4;LC;2.5;45;0;0;3;m0est;0.808941;1.000000
5;LC;2.5;45;0;0;3;t1est;2.608943;2.500000
5;LC;2.5;45;0;0;3;bbya;1.957345;2.000000
5;LC;2.5;45;0;0;3;phest;45.311844;45.000000
5;LC;2.5;45;0;0;3;m0est;1.037198;1.000000
6;LC;2.5;45;0;0;3;t1est;2.784117;2.500000
6;LC;2.5;45;0;0;3;bbya;1.843958;2.000000
6;LC;2.5;45;0;0;3;phest;49.477852;45.000000
6;LC;2.5;45;0;0;3;m0est;1.231409;1.000000
7;LC;2.5;45;0;0;3;t1est;2.471485;2.500000
7;LC;2.5;45;0;0;3;bbya;2.244131;2.000000
7;LC;2.5;45;0;0;3;phest;45.425438;45.000000
