vox;algo;r1;ph;wf;ntf;snr;param;evalue;tvalue
7;LQ;2.5;90;0;0;5;bbya;1.992010;2.000000
8;LQ;2.5;90;0;0;5;t1est;2.474351;2.500000
8;LQ;2.5;90;0;0;5;m0est;1.057147;1.000000
8;LQ;2.5;90;0;0;5;bbya;2.035079;2.000000
9;LQ;2.5;90;0;0;5;t1est;2.198805;2.500000
9;LQ;2.5;90;0;0;5;m0est;0.921996;1.000000
9;LQ;2.5;90;0;0;5;bbya;2.103577;2.000000
10;LQ;2.5;90;0;0;5;t1est;2.286008;2.500000
10;LQ;2.5;90;0;0;5;m0est;0.934112;1.000000
10;LQ;2.5;90;0;0;5;bbya;2.098129;2.000000
1;LQ;0.5;135;0;0;5;t1est;0.492799;0.500000
1;LQ;0.5;135;0;0;5;m0est;1.072499;1.000000
1;LQ;0.5;135;0;0;5;bbya;1.839620;2.000000
2;LQ;0.5;135;0;0;5;t1est;0.389302;0.500000
2;LQ;0.5;135;0;0;5;m0est;1.025476;1.000000
2;LQ;0.5;135;0;0;5;bbya;2.043590;2.000000
3;LQ;0.5;135;0;0;5;t1est;0.447371;0.500000
3;LQ;0.5;135;0;0;5;m0est;1.022956;1.000000
3;LQ;0.5;135;0;0;5;bbya;1.993578;2.000000
4;LQ;0.5;135;0;0;5;t1est;0.435668;0.500000
4;LQ;0.5;135;0;0;5;m0est;1.041341;1.000000
4;LQ;0.5;135;0;0;5;bbya;1.869017;2.000000
5;LQ;0.5;135;0;0;5;t1est;0.508075;0.500000
5;LQ;0.5;135;0;0;5;m0est;1.029707;1.000000
5;LQ;0.5;135;0;0;5;bbya;2.173879;2.000000
6;LQ;0.5;135;0;0;5;t1est;0.458132;0.500000
6;LQ;0.5;135;0;0;5;m0est;1.009863;1.000000
6;LQ;0.5;135;0;0;5;bbya;2.061866;2.000000
7;LQ;0.5;135;0;0;5;t1est;0.442660;0.500000
7;LQ;0.5;135;0;0;5;m0est;1.007016;1.000000
7;LQ;0.5;135;0;0;5;bbya;1.832953;2.000000
8;LQ;0.5;135;0;0;5;t1est;0.575729;0.500000
8;LQ;0.5;135;0;0;5;m0est;1.017087;1.000000
8;LQ;0.5;135;0;0;5;bbya;2.241018;2.000000
9;LQ;0.5;135;0;0;5;t1est;0.511917;0.500000
9;LQ;0.5;135;0;0;5;m0est;1.039809;1.000000
9;LQ;0.5;135;0;0;5;bbya;2.123823;2.000000
10;LQ;0.5;135;0;0;5;t1est;0.521596;0.500000
10;LQ;0.5;135;0;0;5;m0est;1.032248;1.000000
10;LQ;0.5;135;0;0;5;bbya;2.160025;2.000000
1;LQ;1;135;0;0;5;t1est;0.978937;1.000000
1;LQ;1;135;0;0;5;m0est;1.018841;1.000000
1;LQ;1;135;0;0;5;bbya;2.017590;2.000000
2;LQ;1;135;0;0;5;t1est;0.958187;1.000000
2;LQ;1;135;0;0;5;m0est;1.009048;1.000000
2;LQ;1;135;0;0;5;bbya;2.052008;2.000000
3;LQ;1;135;0;0;5;t1est;1.012936;1.000000
3;LQ;1;135;0;0;5;m0est;0.996018;1.000000
3;LQ;1;135;0;0;5;bbya;2.192247;2.000000
4;LQ;1;135;0;0;5;t1est;0.984968;1.000000
4;LQ;1;135;0;0;5;m0est;1.068344;1.000000
4;LQ;1;135;0;0;5;bbya;1.968377;2.000000
5;LQ;1;135;0;0;5;t1est;1.008161;1.000000
5;LQ;1;135;0;0;5;m0est;1.037086;1.000000
5;LQ;1;135;0;0;5;bbya;2.068350;2.000000
6;LQ;1;135;0;0;5;t1est;1.014525;1.000000
6;LQ;1;135;0;0;5;m0est;1.009887;1.000000
6;LQ;1;135;0;0;5;bbya;2.090440;2.000000
7;LQ;1;135;0;0;5;t1est;0.973091;1.000000
7;LQ;1;135;0;0;5;m0est;1.042374;1.000000
7;LQ;1;135;0;0;5;bbya;1.969652;2.000000
8;LQ;1;135;0;0;5;t1est;0.872158;1.000000
8;LQ;1;135;0;0;5;m0est;1.048708;1.000000
8;LQ;1;135;0;0;5;bbya;1.825333;2.000000
9;LQ;1;135;0;0;5;t1est;0.994993;1.000000
9;LQ;1;135;0;0;5;m0est;0.986556;1.000000
9;LQ;1;135;0;0;5;bbya;2.039911;2.000000
1;LQ;1.5;135;0;0;5;t1est;1.615724;1.500000
1;LQ;1.5;135;0;0;5;m0est;0.990344;1.000000
1;LQ;1.5;135;0;0;5;bbya;2.085091;2.000000
2;LQ;1.5;135;0;0;5;t1est;1.647107;1.500000
2;LQ;1.5;135;0;0;5;m0est;1.006342;1.000000
2;LQ;1.5;135;0;0;5;bbya;2.185005;2.000000
3;LQ;1.5;135;0;0;5;t1est;1.465631;1.500000
3;LQ;1.5;135;0;0;5;m0est;0.981315;1.000000
3;LQ;1.5;135;0;0;5;bbya;2.086179;2.000000
4;LQ;1.5;135;0;0;5;t1est;1.455109;1.500000
4;LQ;1.5;135;0;0;5;m0est;0.991219;1.000000
4;LQ;1.5;135;0;0;5;bbya;2.255215;2.000000
5;LQ;1.5;135;0;0;5;t1est;1.395488;1.500000
5;LQ;1.5;135;0;0;5;m0est;1.005522;1.000000
5;LQ;1.5;135;0;0;5;bbya;2.085089;2.000000
6;LQ;1.5;135;0;0;5;t1est;1.430912;1.500000
6;LQ;1.5;135;0;0;5;m0est;1.045456;1.000000
6;LQ;1.5;135;0;0;5;bbya;2.012655;2.000000
7;LQ;1.5;135;0;0;5;t1est;1.528535;1.500000
7;LQ;1.5;135;0;0;5;m0est;0.983505;1.000000
7;LQ;1.5;135;0;0;5;bbya;2.255695;2.000000
8;LQ;1.5;135;0;0;5;t1est;1.416482;1.500000
8;LQ;1.5;135;0;0;5;m0est;1.049857;1.000000
8;LQ;1.5;135;0;0;5;bbya;1.884824;2.000000
9;LQ;1.5;135;0;0;5;t1est;1.441541;1.500000
9;LQ;1.5;135;0;0;5;m0est;1.067269;1.000000
9;LQ;1.5;135;0;0;5;bbya;1.969074;2.000000
10;LQ;1.5;135;0;0;5;t1est;1.618661;1.500000
10;LQ;1.5;135;0;0;5;m0est;0.991878;1.000000
10;LQ;1.5;135;0;0;5;bbya;2.149886;2.000000
1;LQ;2;135;0;0;5;t1est;1.990173;2.000000
1;LQ;2;135;0;0;5;m0est;1.006288;1.000000
1;LQ;2;135;0;0;5;bbya;2.123083;2.000000
2;LQ;2;135;0;0;5;t1est;1.909011;2.000000
2;LQ;2;135;0;0;5;m0est;0.961842;1.000000
2;LQ;2;135;0;0;5;bbya;2.125740;2.000000
3;LQ;2;135;0;0;5;t1est;2.152153;2.000000
3;LQ;2;135;0;0;5;m0est;0.959040;1.000000
3;LQ;2;135;0;0;5;bbya;2.252771;2.000000
4;LQ;2;135;0;0;5;t1est;2.065287;2.000000
4;LQ;2;135;0;0;5;m0est;1.052490;1.000000
4;LQ;2;135;0;0;5;bbya;2.030698;2.000000
5;LQ;2;135;0;0;5;t1est;1.909876;2.000000
5;LQ;2;135;0;0;5;m0est;0.932745;1.000000
5;LQ;2;135;0;0;5;bbya;2.140158;2.000000
6;LQ;2;135;0;0;5;t1est;1.748807;2.000000
6;LQ;2;135;0;0;5;m0est;0.981002;1.000000
6;LQ;2;135;0;0;5;bbya;2.056465;2.000000
7;LQ;2;135;0;0;5;t1est;2.015545;2.000000
7;LQ;2;135;0;0;5;m0est;0.936333;1.000000
7;LQ;2;135;0;0;5;bbya;2.298142;2.000000
8;LQ;2;135;0;0;5;t1est;1.987880;2.000000
8;LQ;2;135;0;0;5;m0est;0.959626;1.000000
8;LQ;2;135;0;0;5;bbya;2.240422;2.000000
9;LQ;2;135;0;0;5;t1est;2.115794;2.000000
9;LQ;2;135;0;0;5;m0est;0.984947;1.000000
9;LQ;2;135;0;0;5;bbya;2.229911;2.000000
10;LQ;2;135;0;0;5;t1est;1.976553;2.000000
10;LQ;2;135;0;0;5;m0est;0.950726;1.000000
10;LQ;2;135;0;0;5;bbya;2.237468;2.000000
1;LQ;2.5;135;0;0;5;t1est;2.463142;2.500000
1;LQ;2.5;135;0;0;5;m0est;0.959759;1.000000
1;LQ;2.5;135;0;0;5;bbya;2.152924;2.000000
2;LQ;2.5;135;0;0;5;t1est;2.514318;2.500000
2;LQ;2.5;135;0;0;5;m0est;0.968360;1.000000
2;LQ;2.5;135;0;0;5;bbya;2.133906;2.000000
3;LQ;2.5;135;0;0;5;t1est;2.342286;2.500000
3;LQ;2.5;135;0;0;5;m0est;0.897363;1.000000
3;LQ;2.5;135;0;0;5;bbya;2.224428;2.000000
4;LQ;2.5;135;0;0;5;t1est;2.388975;2.500000
4;LQ;2.5;135;0;0;5;m0est;0.964026;1.000000
4;LQ;2.5;135;0;0;5;bbya;2.146264;2.000000
5;LQ;2.5;135;0;0;5;t1est;2.451588;2.500000
5;LQ;2.5;135;0;0;5;m0est;0.963127;1.000000
5;LQ;2.5;135;0;0;5;bbya;2.164255;2.000000
6;LQ;2.5;135;0;0;5;t1est;2.501504;2.500000
6;LQ;2.5;135;0;0;5;m0est;0.955412;1.000000
6;LQ;2.5;135;0;0;5;bbya;2.199251;2.000000
7;LQ;2.5;135;0;0;5;t1est;2.444734;2.500000
7;LQ;2.5;135;0;0;5;m0est;0.978421;1.000000
7;LQ;2.5;135;0;0;5;bbya;2.244126;2.000000
8;LQ;2.5;135;0;0;5;t1est;2.540368;2.500000
8;LQ;2.5;135;0;0;5;m0est;1.188536;1.000000
8;LQ;2.5;135;0;0;5;bbya;1.847046;2.000000
9;LQ;2.5;135;0;0;5;t1est;2.394629;2.500000
9;LQ;2.5;135;0;0;5;m0est;1.034732;1.000000
9;LQ;2.5;135;0;0;5;bbya;1.943539;2.000000
10;LQ;2.5;135;0;0;5;t1est;2.367095;2.500000
10;LQ;2.5;135;0;0;5;m0est;0.940794;1.000000
10;LQ;2.5;135;0;0;5;bbya;2.065592;2.000000
1;LQ;0.5;180;0;0;5;t1est;0.498252;0.500000
1;LQ;0.5;180;0;0;5;m0est;1.028150;1.000000
1;LQ;0.5;180;0;0;5;bbya;1.898006;2.000000
2;LQ;0.5;180;0;0;5;t1est;0.441221;0.500000
2;LQ;0.5;180;0;0;5;m0est;1.027090;1.000000
2;LQ;0.5;180;0;0;5;bbya;1.838420;2.000000
3;LQ;0.5;180;0;0;5;t1est;0.514469;0.500000
3;LQ;0.5;180;0;0;5;m0est;1.034297;1.000000
3;LQ;0.5;180;0;0;5;bbya;1.963857;2.000000
4;LQ;0.5;180;0;0;5;t1est;0.544426;0.500000
4;LQ;0.5;180;0;0;5;m0est;1.010599;1.000000
4;LQ;0.5;180;0;0;5;bbya;2.151609;2.000000
5;LQ;0.5;180;0;0;5;t1est;0.543461;0.500000
5;LQ;0.5;180;0;0;5;m0est;1.029660;1.000000
5;LQ;0.5;180;0;0;5;bbya;2.302102;2.000000
6;LQ;0.5;180;0;0;5;t1est;0.538705;0.500000
6;LQ;0.5;180;0;0;5;m0est;1.020542;1.000000
6;LQ;0.5;180;0;0;5;bbya;2.289979;2.000000
7;LQ;0.5;180;0;0;5;t1est;0.435922;0.500000
7;LQ;0.5;180;0;0;5;m0est;1.059866;1.000000
7;LQ;0.5;180;0;0;5;bbya;1.793066;2.000000
8;LQ;0.5;180;0;0;5;t1est;0.423226;0.500000
8;LQ;0.5;180;0;0;5;m0est;1.016697;1.000000
8;LQ;0.5;180;0;0;5;bbya;1.931435;2.000000
9;LQ;0.5;180;0;0;5;t1est;0.515867;0.500000
9;LQ;0.5;180;0;0;5;m0est;1.025316;1.000000
9;LQ;0.5;180;0;0;5;bbya;2.430012;2.000000
10;LQ;0.5;180;0;0;5;t1est;0.499605;0.500000
10;LQ;0.5;180;0;0;5;m0est;1.025024;1.000000
10;LQ;0.5;180;0;0;5;bbya;2.150384;2.000000
1;LQ;1;180;0;0;5;t1est;0.926117;1.000000
1;LQ;1;180;0;0;5;m0est;1.011743;1.000000
1;LQ;1;180;0;0;5;bbya;1.976854;2.000000
2;LQ;1;180;0;0;5;t1est;1.153446;1.000000
2;LQ;1;180;0;0;5;m0est;1.012772;1.000000
2;LQ;1;180;0;0;5;bbya;2.179642;2.000000
3;LQ;1;180;0;0;5;t1est;0.988038;1.000000
3;LQ;1;180;0;0;5;m0est;1.021545;1.000000
3;LQ;1;180;0;0;5;bbya;2.026328;2.000000
4;LQ;1;180;0;0;5;t1est;1.073194;1.000000
4;LQ;1;180;0;0;5;m0est;1.055962;1.000000
4;LQ;1;180;0;0;5;bbya;1.969866;2.000000
5;LQ;1;180;0;0;5;t1est;1.072304;1.000000
5;LQ;1;180;0;0;5;m0est;1.030060;1.000000
5;LQ;1;180;0;0;5;bbya;2.058952;2.000000
6;LQ;1;180;0;0;5;t1est;0.983470;1.000000
6;LQ;1;180;0;0;5;m0est;1.031031;1.000000
6;LQ;1;180;0;0;5;bbya;1.952427;2.000000
7;LQ;1;180;0;0;5;t1est;0.999875;1.000000
7;LQ;1;180;0;0;5;m0est;1.036738;1.000000
7;LQ;1;180;0;0;5;bbya;2.055352;2.000000
8;LQ;1;180;0;0;5;t1est;1.075540;1.000000
8;LQ;1;180;0;0;5;m0est;1.040009;1.000000
8;LQ;1;180;0;0;5;bbya;2.092997;2.000000
9;LQ;1;180;0;0;5;t1est;1.103062;1.000000
9;LQ;1;180;0;0;5;m0est;1.049448;1.000000
9;LQ;1;180;0;0;5;bbya;2.036074;2.000000
10;LQ;1;180;0;0;5;t1est;1.099052;1.000000
10;LQ;1;180;0;0;5;m0est;1.020739;1.000000
10;LQ;1;180;0;0;5;bbya;2.202618;2.000000
1;LQ;1.5;180;0;0;5;t1est;1.576587;1.500000
1;LQ;1.5;180;0;0;5;m0est;0.973461;1.000000
1;LQ;1.5;180;0;0;5;bbya;2.261364;2.000000
2;LQ;1.5;180;0;0;5;t1est;1.282932;1.500000
2;LQ;1.5;180;0;0;5;m0est;0.979991;1.000000
2;LQ;1.5;180;0;0;5;bbya;2.070487;2.000000
3;LQ;1.5;180;0;0;5;t1est;1.364369;1.500000
3;LQ;1.5;180;0;0;5;m0est;0.982664;1.000000
3;LQ;1.5;180;0;0;5;bbya;2.019560;2.000000
4;LQ;1.5;180;0;0;5;t1est;1.377447;1.500000
4;LQ;1.5;180;0;0;5;m0est;0.984952;1.000000
4;LQ;1.5;180;0;0;5;bbya;2.179799;2.000000
5;LQ;1.5;180;0;0;5;t1est;1.495936;1.500000
5;LQ;1.5;180;0;0;5;m0est;1.022779;1.000000
5;LQ;1.5;180;0;0;5;bbya;2.080179;2.000000
6;LQ;1.5;180;0;0;5;t1est;1.554052;1.500000
6;LQ;1.5;180;0;0;5;m0est;1.024085;1.000000
6;LQ;1.5;180;0;0;5;bbya;2.086610;2.000000
7;LQ;1.5;180;0;0;5;t1est;1.556503;1.500000
7;LQ;1.5;180;0;0;5;m0est;1.018511;1.000000
7;LQ;1.5;180;0;0;5;bbya;2.115573;2.000000
8;LQ;1.5;180;0;0;5;t1est;1.452421;1.500000
8;LQ;1.5;180;0;0;5;m0est;1.034888;1.000000
8;LQ;1.5;180;0;0;5;bbya;2.047698;2.000000
9;LQ;1.5;180;0;0;5;t1est;1.408356;1.500000
9;LQ;1.5;180;0;0;5;m0est;1.006326;1.000000
9;LQ;1.5;180;0;0;5;bbya;1.967659;2.000000
10;LQ;1.5;180;0;0;5;t1est;1.520279;1.500000
10;LQ;1.5;180;0;0;5;m0est;1.023756;1.000000
10;LQ;1.5;180;0;0;5;bbya;2.063021;2.000000
1;LQ;2;180;0;0;5;t1est;1.901655;2.000000
1;LQ;2;180;0;0;5;m0est;1.047710;1.000000
1;LQ;2;180;0;0;5;bbya;1.989853;2.000000
2;LQ;2;180;0;0;5;t1est;1.988922;2.000000
2;LQ;2;180;0;0;5;m0est;0.983507;1.000000
2;LQ;2;180;0;0;5;bbya;2.072689;2.000000
3;LQ;2;180;0;0;5;t1est;2.113541;2.000000
3;LQ;2;180;0;0;5;m0est;0.955744;1.000000
3;LQ;2;180;0;0;5;bbya;2.248867;2.000000
4;LQ;2;180;0;0;5;t1est;1.947076;2.000000
4;LQ;2;180;0;0;5;m0est;1.029393;1.000000
4;LQ;2;180;0;0;5;bbya;2.030742;2.000000
5;LQ;2;180;0;0;5;t1est;1.831593;2.000000
5;LQ;2;180;0;0;5;m0est;1.042805;1.000000
5;LQ;2;180;0;0;5;bbya;1.914149;2.000000
6;LQ;2;180;0;0;5;t1est;1.947247;2.000000
6;LQ;2;180;0;0;5;m0est;0.977237;1.000000
6;LQ;2;180;0;0;5;bbya;2.176235;2.000000
7;LQ;2;180;0;0;5;t1est;1.948858;2.000000
7;LQ;2;180;0;0;5;m0est;0.956981;1.000000
7;LQ;2;180;0;0;5;bbya;2.175003;2.000000
8;LQ;2;180;0;0;5;t1est;1.981926;2.000000
8;LQ;2;180;0;0;5;m0est;1.013792;1.000000
8;LQ;2;180;0;0;5;bbya;2.124709;2.000000
9;LQ;2;180;0;0;5;t1est;1.895091;2.000000
9;LQ;2;180;0;0;5;m0est;0.949477;1.000000
9;LQ;2;180;0;0;5;bbya;2.143008;2.000000
1;LQ;2.5;180;0;0;5;t1est;2.395084;2.500000
1;LQ;2.5;180;0;0;5;m0est;1.065400;1.000000
1;LQ;2.5;180;0;0;5;bbya;1.954179;2.000000
2;LQ;2.5;180;0;0;5;t1est;2.400295;2.500000
2;LQ;2.5;180;0;0;5;m0est;0.990027;1.000000
2;LQ;2.5;180;0;0;5;bbya;2.048006;2.000000
3;LQ;2.5;180;0;0;5;t1est;2.480086;2.500000
3;LQ;2.5;180;0;0;5;m0est;0.970206;1.000000
3;LQ;2.5;180;0;0;5;bbya;2.226640;2.000000
4;LQ;2.5;180;0;0;5;t1est;2.347212;2.500000
4;LQ;2.5;180;0;0;5;m0est;1.043775;1.000000
4;LQ;2.5;180;0;0;5;bbya;1.972272;2.000000
5;LQ;2.5;180;0;0;5;t1est;2.412235;2.500000
5;LQ;2.5;180;0;0;5;m0est;0.978047;1.000000
5;LQ;2.5;180;0;0;5;bbya;2.122028;2.000000
6;LQ;2.5;180;0;0;5;t1est;2.401333;2.500000
6;LQ;2.5;180;0;0;5;m0est;0.954352;1.000000
6;LQ;2.5;180;0;0;5;bbya;2.212074;2.000000
7;LQ;2.5;180;0;0;5;t1est;2.323604;2.500000
7;LQ;2.5;180;0;0;5;m0est;0.963544;1.000000
7;LQ;2.5;180;0;0;5;bbya;2.036420;2.000000
8;LQ;2.5;180;0;0;5;t1est;2.419952;2.500000
8;LQ;2.5;180;0;0;5;m0est;0.973428;1.000000
8;LQ;2.5;180;0;0;5;bbya;2.099190;2.000000
9;LQ;2.5;180;0;0;5;t1est;2.359295;2.500000
9;LQ;2.5;180;0;0;5;m0est;0.953565;1.000000
9;LQ;2.5;180;0;0;5;bbya;2.053946;2.000000
10;LQ;2.5;180;0;0;5;t1est;2.225758;2.500000
10;LQ;2.5;180;0;0;5;m0est;0.995613;1.000000
10;LQ;2.5;180;0;0;5;bbya;2.027858;2.000000
1;LQ;0.5;225;0;0;5;t1est;0.494253;0.500000
1;LQ;0.5;225;0;0;5;m0est;0.995430;1.000000
1;LQ;0.5;225;0;0;5;bbya;1.924515;2.000000
2;LQ;0.5;225;0;0;5;t1est;0.524092;0.500000
2;LQ;0.5;225;0;0;5;m0est;1.011733;1.000000
2;LQ;0.5;225;0;0;5;bbya;2.087853;2.000000
3;LQ;0.5;225;0;0;5;t1est;0.501649;0.500000
3;LQ;0.5;225;0;0;5;m0est;1.037215;1.000000
3;LQ;0.5;225;0;0;5;bbya;1.900539;2.000000
4;LQ;0.5;225;0;0;5;t1est;0.514767;0.500000
4;LQ;0.5;225;0;0;5;m0est;1.044421;1.000000
4;LQ;0.5;225;0;0;5;bbya;2.093286;2.000000
5;LQ;0.5;225;0;0;5;t1est;0.546454;0.500000
5;LQ;0.5;225;0;0;5;m0est;1.037113;1.000000
5;LQ;0.5;225;0;0;5;bbya;2.162147;2.000000
6;LQ;0.5;225;0;0;5;t1est;0.515952;0.500000
6;LQ;0.5;225;0;0;5;m0est;1.031298;1.000000
6;LQ;0.5;225;0;0;5;bbya;2.094170;2.000000
7;LQ;0.5;225;0;0;5;t1est;0.469241;0.500000
7;LQ;0.5;225;0;0;5;m0est;1.046536;1.000000
7;LQ;0.5;225;0;0;5;bbya;1.952840;2.000000
8;LQ;0.5;225;0;0;5;t1est;0.453589;0.500000
8;LQ;0.5;225;0;0;5;m0est;1.010022;1.000000
8;LQ;0.5;225;0;0;5;bbya;2.200949;2.000000
9;LQ;0.5;225;0;0;5;t1est;0.513775;0.500000
9;LQ;0.5;225;0;0;5;m0est;1.017422;1.000000
9;LQ;0.5;225;0;0;5;bbya;1.983410;2.000000
1;LQ;1;225;0;0;5;t1est;1.006504;1.000000
1;LQ;1;225;0;0;5;m0est;1.029410;1.000000
1;LQ;1;225;0;0;5;bbya;1.995346;2.000000
2;LQ;1;225;0;0;5;t1est;1.082925;1.000000
2;LQ;1;225;0;0;5;m0est;1.062162;1.000000
2;LQ;1;225;0;0;5;bbya;1.993411;2.000000
3;LQ;1;225;0;0;5;t1est;1.112433;1.000000
3;LQ;1;225;0;0;5;m0est;1.001519;1.000000
3;LQ;1;225;0;0;5;bbya;2.138099;2.000000
4;LQ;1;225;0;0;5;t1est;0.986558;1.000000
4;LQ;1;225;0;0;5;m0est;1.013305;1.000000
4;LQ;1;225;0;0;5;bbya;2.092328;2.000000
5;LQ;1;225;0;0;5;t1est;1.093543;1.000000
5;LQ;1;225;0;0;5;m0est;1.045573;1.000000
5;LQ;1;225;0;0;5;bbya;2.054689;2.000000
6;LQ;1;225;0;0;5;t1est;1.051606;1.000000
6;LQ;1;225;0;0;5;m0est;1.002758;1.000000
6;LQ;1;225;0;0;5;bbya;2.301968;2.000000
7;LQ;1;225;0;0;5;t1est;0.858796;1.000000
7;LQ;1;225;0;0;5;m0est;1.031377;1.000000
7;LQ;1;225;0;0;5;bbya;1.921888;2.000000
8;LQ;1;225;0;0;5;t1est;1.007959;1.000000
8;LQ;1;225;0;0;5;m0est;1.060077;1.000000
8;LQ;1;225;0;0;5;bbya;2.022857;2.000000
9;LQ;1;225;0;0;5;t1est;0.993938;1.000000
9;LQ;1;225;0;0;5;m0est;1.035745;1.000000
9;LQ;1;225;0;0;5;bbya;2.112607;2.000000
10;LQ;1;225;0;0;5;t1est;0.880253;1.000000
10;LQ;1;225;0;0;5;m0est;0.976930;1.000000
10;LQ;1;225;0;0;5;bbya;2.019831;2.000000
1;LQ;1.5;225;0;0;5;t1est;1.613668;1.500000
1;LQ;1.5;225;0;0;5;m0est;1.036463;1.000000
1;LQ;1.5;225;0;0;5;bbya;2.067703;2.000000
2;LQ;1.5;225;0;0;5;t1est;1.491078;1.500000
2;LQ;1.5;225;0;0;5;m0est;0.987927;1.000000
2;LQ;1.5;225;0;0;5;bbya;2.114312;2.000000
3;LQ;1.5;225;0;0;5;t1est;1.478447;1.500000
3;LQ;1.5;225;0;0;5;m0est;0.979104;1.000000
3;LQ;1.5;225;0;0;5;bbya;2.077165;2.000000
4;LQ;1.5;225;0;0;5;t1est;1.461933;1.500000
4;LQ;1.5;225;0;0;5;m0est;0.978236;1.000000
4;LQ;1.5;225;0;0;5;bbya;2.085941;2.000000
5;LQ;1.5;225;0;0;5;t1est;1.477051;1.500000
5;LQ;1.5;225;0;0;5;m0est;0.958097;1.000000
5;LQ;1.5;225;0;0;5;bbya;2.248409;2.000000
6;LQ;1.5;225;0;0;5;t1est;1.493402;1.500000
6;LQ;1.5;225;0;0;5;m0est;1.023471;1.000000
6;LQ;1.5;225;0;0;5;bbya;2.110139;2.000000
7;LQ;1.5;225;0;0;5;t1est;1.636287;1.500000
7;LQ;1.5;225;0;0;5;m0est;1.000762;1.000000
7;LQ;1.5;225;0;0;5;bbya;2.209959;2.000000
8;LQ;1.5;225;0;0;5;t1est;1.584132;1.500000
8;LQ;1.5;225;0;0;5;m0est;0.976255;1.000000
8;LQ;1.5;225;0;0;5;bbya;2.227272;2.000000
9;LQ;1.5;225;0;0;5;t1est;1.415107;1.500000
9;LQ;1.5;225;0;0;5;m0est;1.055653;1.000000
9;LQ;1.5;225;0;0;5;bbya;1.947988;2.000000
10;LQ;1.5;225;0;0;5;t1est;1.341930;1.500000
10;LQ;1.5;225;0;0;5;m0est;1.018603;1.000000
10;LQ;1.5;225;0;0;5;bbya;2.094049;2.000000
1;LQ;2;225;0;0;5;t1est;2.013470;2.000000
1;LQ;2;225;0;0;5;m0est;0.944772;1.000000
1;LQ;2;225;0;0;5;bbya;2.291268;2.000000
2;LQ;2;225;0;0;5;t1est;2.101631;2.000000
2;LQ;2;225;0;0;5;m0est;1.066756;1.000000
2;LQ;2;225;0;0;5;bbya;2.074472;2.000000
3;LQ;2;225;0;0;5;t1est;1.931843;2.000000
3;LQ;2;225;0;0;5;m0est;0.962835;1.000000
3;LQ;2;225;0;0;5;bbya;2.112866;2.000000
4;LQ;2;225;0;0;5;t1est;2.030914;2.000000
4;LQ;2;225;0;0;5;m0est;0.967163;1.000000
4;LQ;2;225;0;0;5;bbya;2.179965;2.000000
5;LQ;2;225;0;0;5;t1est;1.983180;2.000000
5;LQ;2;225;0;0;5;m0est;1.013371;1.000000
5;LQ;2;225;0;0;5;bbya;2.136072;2.000000
6;LQ;2;225;0;0;5;t1est;1.824182;2.000000
6;LQ;2;225;0;0;5;m0est;0.949740;1.000000
6;LQ;2;225;0;0;5;bbya;2.206760;2.000000
7;LQ;2;225;0;0;5;t1est;1.955350;2.000000
7;LQ;2;225;0;0;5;m0est;1.052498;1.000000
7;LQ;2;225;0;0;5;bbya;1.942431;2.000000
8;LQ;2;225;0;0;5;t1est;2.102027;2.000000
8;LQ;2;225;0;0;5;m0est;0.926060;1.000000
8;LQ;2;225;0;0;5;bbya;2.376067;2.000000
9;LQ;2;225;0;0;5;t1est;1.991701;2.000000
9;LQ;2;225;0;0;5;m0est;0.982120;1.000000
9;LQ;2;225;0;0;5;bbya;2.107877;2.000000
10;LQ;2;225;0;0;5;t1est;2.083674;2.000000
10;LQ;2;225;0;0;5;m0est;0.975786;1.000000
10;LQ;2;225;0;0;5;bbya;2.215833;2.000000
1;LQ;2.5;225;0;0;5;t1est;2.562580;2.500000
1;LQ;2.5;225;0;0;5;m0est;1.000914;1.000000
1;LQ;2.5;225;0;0;5;bbya;2.201862;2.000000
2;LQ;2.5;225;0;0;5;t1est;2.566671;2.500000
2;LQ;2.5;225;0;0;5;m0est;1.073352;1.000000
2;LQ;2.5;225;0;0;5;bbya;2.004304;2.000000
3;LQ;2.5;225;0;0;5;t1est;2.449359;2.500000
3;LQ;2.5;225;0;0;5;m0est;1.002311;1.000000
3;LQ;2.5;225;0;0;5;bbya;1.989830;2.000000
4;LQ;2.5;225;0;0;5;t1est;2.178850;2.500000
4;LQ;2.5;225;0;0;5;m0est;0.929259;1.000000
4;LQ;2.5;225;0;0;5;bbya;2.077402;2.000000
5;LQ;2.5;225;0;0;5;t1est;2.613847;2.500000
5;LQ;2.5;225;0;0;5;m0est;1.077541;1.000000
5;LQ;2.5;225;0;0;5;bbya;2.074646;2.000000
6;LQ;2.5;225;0;0;5;t1est;2.320078;2.500000
6;LQ;2.5;225;0;0;5;m0est;0.879580;1.000000
6;LQ;2.5;225;0;0;5;bbya;2.317863;2.000000
7;LQ;2.5;225;0;0;5;t1est;2.526696;2.500000
7;LQ;2.5;225;0;0;5;m0est;1.039674;1.000000
7;LQ;2.5;225;0;0;5;bbya;1.999840;2.000000
8;LQ;2.5;225;0;0;5;t1est;2.482683;2.500000
8;LQ;2.5;225;0;0;5;m0est;0.996570;1.000000
8;LQ;2.5;225;0;0;5;bbya;2.109414;2.000000
9;LQ;2.5;225;0;0;5;t1est;2.543325;2.500000
9;LQ;2.5;225;0;0;5;m0est;1.003416;1.000000
