vox;algo;r2;foffset;ph;wf;ntf;snr;param;evalue;tvalue
10;NC;0.08;0;180;0;0;20;m0est;0.981695;1.000000
1;NC;0.02;0;225;0;0;20;t2sest;0.013442;0.020000
1;NC;0.02;0;225;0;0;20;fdev;1.469698;0.000000
1;NC;0.02;0;225;0;0;20;phest;-141.896347;225.000000
1;NC;0.02;0;225;0;0;20;m0est;1.602912;1.000000
2;NC;0.02;0;225;0;0;20;t2sest;0.019776;0.020000
2;NC;0.02;0;225;0;0;20;fdev;-0.178009;0.000000
2;NC;0.02;0;225;0;0;20;phest;-132.871597;225.000000
2;NC;0.02;0;225;0;0;20;m0est;0.872933;1.000000
3;NC;0.02;0;225;0;0;20;t2sest;0.022542;0.020000
3;NC;0.02;0;225;0;0;20;fdev;1.805150;0.000000
3;NC;0.02;0;225;0;0;20;phest;-145.396454;225.000000
3;NC;0.02;0;225;0;0;20;m0est;0.981749;1.000000
4;NC;0.02;0;225;0;0;20;t2sest;0.016160;0.020000
4;NC;0.02;0;225;0;0;20;fdev;1.156028;0.000000
4;NC;0.02;0;225;0;0;20;phest;-140.855118;225.000000
4;NC;0.02;0;225;0;0;20;m0est;1.252161;1.000000
5;NC;0.02;0;225;0;0;20;t2sest;0.013391;0.020000
5;NC;0.02;0;225;0;0;20;fdev;1.042330;0.000000
5;NC;0.02;0;225;0;0;20;phest;-138.828430;225.000000
5;NC;0.02;0;225;0;0;20;m0est;1.275737;1.000000
6;NC;0.02;0;225;0;0;20;t2sest;0.020089;0.020000
6;NC;0.02;0;225;0;0;20;fdev;1.245206;0.000000
6;NC;0.02;0;225;0;0;20;phest;-150.157394;225.000000
6;NC;0.02;0;225;0;0;20;m0est;1.054496;1.000000
7;NC;0.02;0;225;0;0;20;t2sest;0.016836;0.020000
7;NC;0.02;0;225;0;0;20;fdev;0.229512;0.000000
7;NC;0.02;0;225;0;0;20;phest;-130.476730;225.000000
7;NC;0.02;0;225;0;0;20;m0est;1.153958;1.000000
8;NC;0.02;0;225;0;0;20;t2sest;0.018810;0.020000
8;NC;0.02;0;225;0;0;20;fdev;2.223829;0.000000
8;NC;0.02;0;225;0;0;20;phest;-142.390457;225.000000
8;NC;0.02;0;225;0;0;20;m0est;1.102304;1.000000
9;NC;0.02;0;225;0;0;20;t2sest;0.021560;0.020000
9;NC;0.02;0;225;0;0;20;fdev;0.946763;0.000000
9;NC;0.02;0;225;0;0;20;phest;-142.866730;225.000000
9;NC;0.02;0;225;0;0;20;m0est;0.968801;1.000000
10;NC;0.02;0;225;0;0;20;t2sest;0.017748;0.020000
10;NC;0.02;0;225;0;0;20;fdev;-0.982639;0.000000
10;NC;0.02;0;225;0;0;20;phest;-125.620468;225.000000
10;NC;0.02;0;225;0;0;20;m0est;1.122805;1.000000
1;NC;0.04;0;225;0;0;20;t2sest;0.038553;0.040000
1;NC;0.04;0;225;0;0;20;fdev;0.321250;0.000000
1;NC;0.04;0;225;0;0;20;phest;-137.615875;225.000000
1;NC;0.04;0;225;0;0;20;m0est;1.035104;1.000000
2;NC;0.04;0;225;0;0;20;t2sest;0.038827;0.040000
2;NC;0.04;0;225;0;0;20;fdev;-0.308720;0.000000
2;NC;0.04;0;225;0;0;20;phest;-130.931763;225.000000
2;NC;0.04;0;225;0;0;20;m0est;0.957513;1.000000
3;NC;0.04;0;225;0;0;20;t2sest;0.039630;0.040000
3;NC;0.04;0;225;0;0;20;fdev;-0.078868;0.000000
3;NC;0.04;0;225;0;0;20;phest;-137.086426;225.000000
3;NC;0.04;0;225;0;0;20;m0est;1.080629;1.000000
4;NC;0.04;0;225;0;0;20;t2sest;0.044756;0.040000
4;NC;0.04;0;225;0;0;20;fdev;0.084814;0.000000
4;NC;0.04;0;225;0;0;20;phest;-134.820511;225.000000
4;NC;0.04;0;225;0;0;20;m0est;1.039834;1.000000
5;NC;0.04;0;225;0;0;20;t2sest;0.033601;0.040000
5;NC;0.04;0;225;0;0;20;fdev;0.971630;0.000000
5;NC;0.04;0;225;0;0;20;phest;-142.859848;225.000000
5;NC;0.04;0;225;0;0;20;m0est;1.141599;1.000000
6;NC;0.04;0;225;0;0;20;t2sest;0.034962;0.040000
6;NC;0.04;0;225;0;0;20;fdev;-0.068458;0.000000
6;NC;0.04;0;225;0;0;20;phest;-132.395706;225.000000
6;NC;0.04;0;225;0;0;20;m0est;1.097449;1.000000
7;NC;0.04;0;225;0;0;20;t2sest;0.044085;0.040000
7;NC;0.04;0;225;0;0;20;fdev;0.947886;0.000000
7;NC;0.04;0;225;0;0;20;phest;-144.552322;225.000000
7;NC;0.04;0;225;0;0;20;m0est;0.928778;1.000000
8;NC;0.04;0;225;0;0;20;t2sest;0.041464;0.040000
8;NC;0.04;0;225;0;0;20;fdev;0.854808;0.000000
8;NC;0.04;0;225;0;0;20;phest;-139.305634;225.000000
8;NC;0.04;0;225;0;0;20;m0est;0.925766;1.000000
9;NC;0.04;0;225;0;0;20;t2sest;0.043458;0.040000
9;NC;0.04;0;225;0;0;20;fdev;-0.528403;0.000000
9;NC;0.04;0;225;0;0;20;phest;-133.033554;225.000000
9;NC;0.04;0;225;0;0;20;m0est;0.868798;1.000000
10;NC;0.04;0;225;0;0;20;t2sest;0.040484;0.040000
10;NC;0.04;0;225;0;0;20;fdev;0.112725;0.000000
10;NC;0.04;0;225;0;0;20;phest;-139.342392;225.000000
10;NC;0.04;0;225;0;0;20;m0est;1.043467;1.000000
1;NC;0.06;0;225;0;0;20;t2sest;0.060178;0.060000
1;NC;0.06;0;225;0;0;20;fdev;-0.086745;0.000000
1;NC;0.06;0;225;0;0;20;phest;-133.650314;225.000000
1;NC;0.06;0;225;0;0;20;m0est;0.975318;1.000000
2;NC;0.06;0;225;0;0;20;t2sest;0.065089;0.060000
2;NC;0.06;0;225;0;0;20;fdev;-0.063929;0.000000
2;NC;0.06;0;225;0;0;20;phest;-135.744965;225.000000
2;NC;0.06;0;225;0;0;20;m0est;0.915876;1.000000
3;NC;0.06;0;225;0;0;20;t2sest;0.063031;0.060000
3;NC;0.06;0;225;0;0;20;fdev;-0.218675;0.000000
3;NC;0.06;0;225;0;0;20;phest;-128.718918;225.000000
3;NC;0.06;0;225;0;0;20;m0est;0.965001;1.000000
4;NC;0.06;0;225;0;0;20;t2sest;0.066769;0.060000
4;NC;0.06;0;225;0;0;20;fdev;-0.120038;0.000000
4;NC;0.06;0;225;0;0;20;phest;-137.081329;225.000000
4;NC;0.06;0;225;0;0;20;m0est;0.972669;1.000000
5;NC;0.06;0;225;0;0;20;t2sest;0.065832;0.060000
5;NC;0.06;0;225;0;0;20;fdev;-0.230450;0.000000
5;NC;0.06;0;225;0;0;20;phest;-134.086487;225.000000
5;NC;0.06;0;225;0;0;20;m0est;0.961322;1.000000
6;NC;0.06;0;225;0;0;20;t2sest;0.070079;0.060000
6;NC;0.06;0;225;0;0;20;fdev;0.261551;0.000000
6;NC;0.06;0;225;0;0;20;phest;-138.709152;225.000000
6;NC;0.06;0;225;0;0;20;m0est;0.889466;1.000000
7;NC;0.06;0;225;0;0;20;t2sest;0.059978;0.060000
7;NC;0.06;0;225;0;0;20;fdev;0.111074;0.000000
7;NC;0.06;0;225;0;0;20;phest;-133.210022;225.000000
7;NC;0.06;0;225;0;0;20;m0est;1.003473;1.000000
8;NC;0.06;0;225;0;0;20;t2sest;0.061671;0.060000
8;NC;0.06;0;225;0;0;20;fdev;0.208014;0.000000
8;NC;0.06;0;225;0;0;20;phest;-137.572433;225.000000
8;NC;0.06;0;225;0;0;20;m0est;0.993185;1.000000
9;NC;0.06;0;225;0;0;20;t2sest;0.060190;0.060000
9;NC;0.06;0;225;0;0;20;fdev;-0.138317;0.000000
9;NC;0.06;0;225;0;0;20;phest;-133.038071;225.000000
9;NC;0.06;0;225;0;0;20;m0est;0.986833;1.000000
10;NC;0.06;0;225;0;0;20;t2sest;0.058134;0.060000
10;NC;0.06;0;225;0;0;20;fdev;-0.058722;0.000000
10;NC;0.06;0;225;0;0;20;phest;-134.454453;225.000000
10;NC;0.06;0;225;0;0;20;m0est;1.007143;1.000000
1;NC;0.08;0;225;0;0;20;t2sest;0.086087;0.080000
1;NC;0.08;0;225;0;0;20;fdev;0.093761;0.000000
1;NC;0.08;0;225;0;0;20;phest;-135.619904;225.000000
1;NC;0.08;0;225;0;0;20;m0est;0.997880;1.000000
2;NC;0.08;0;225;0;0;20;t2sest;0.076743;0.080000
2;NC;0.08;0;225;0;0;20;fdev;-0.142406;0.000000
2;NC;0.08;0;225;0;0;20;phest;-130.141724;225.000000
2;NC;0.08;0;225;0;0;20;m0est;1.001495;1.000000
3;NC;0.08;0;225;0;0;20;t2sest;0.090793;0.080000
3;NC;0.08;0;225;0;0;20;fdev;-0.096200;0.000000
3;NC;0.08;0;225;0;0;20;phest;-134.636200;225.000000
3;NC;0.08;0;225;0;0;20;m0est;0.944544;1.000000
4;NC;0.08;0;225;0;0;20;t2sest;0.080745;0.080000
4;NC;0.08;0;225;0;0;20;fdev;0.130599;0.000000
4;NC;0.08;0;225;0;0;20;phest;-136.360001;225.000000
4;NC;0.08;0;225;0;0;20;m0est;1.002545;1.000000
5;NC;0.08;0;225;0;0;20;t2sest;0.087663;0.080000
5;NC;0.08;0;225;0;0;20;fdev;-0.058641;0.000000
5;NC;0.08;0;225;0;0;20;phest;-131.566498;225.000000
5;NC;0.08;0;225;0;0;20;m0est;0.913464;1.000000
6;NC;0.08;0;225;0;0;20;t2sest;0.078627;0.080000
6;NC;0.08;0;225;0;0;20;fdev;0.109428;0.000000
6;NC;0.08;0;225;0;0;20;phest;-137.612473;225.000000
6;NC;0.08;0;225;0;0;20;m0est;0.961812;1.000000
7;NC;0.08;0;225;0;0;20;t2sest;0.082654;0.080000
7;NC;0.08;0;225;0;0;20;fdev;0.034435;0.000000
7;NC;0.08;0;225;0;0;20;phest;-131.985275;225.000000
7;NC;0.08;0;225;0;0;20;m0est;0.971807;1.000000
8;NC;0.08;0;225;0;0;20;t2sest;0.080844;0.080000
8;NC;0.08;0;225;0;0;20;fdev;0.001449;0.000000
8;NC;0.08;0;225;0;0;20;phest;-132.840210;225.000000
8;NC;0.08;0;225;0;0;20;m0est;1.067128;1.000000
9;NC;0.08;0;225;0;0;20;t2sest;0.078755;0.080000
9;NC;0.08;0;225;0;0;20;fdev;-0.441602;0.000000
9;NC;0.08;0;225;0;0;20;phest;-125.444168;225.000000
9;NC;0.08;0;225;0;0;20;m0est;0.962914;1.000000
10;NC;0.08;0;225;0;0;20;t2sest;0.075686;0.080000
10;NC;0.08;0;225;0;0;20;fdev;-0.217850;0.000000
10;NC;0.08;0;225;0;0;20;phest;-133.687897;225.000000
10;NC;0.08;0;225;0;0;20;m0est;1.039111;1.000000
1;NC;0.02;0;270;0;0;20;t2sest;0.019882;0.020000
1;NC;0.02;0;270;0;0;20;fdev;-0.809710;0.000000
1;NC;0.02;0;270;0;0;20;phest;-85.759048;270.000000
1;NC;0.02;0;270;0;0;20;m0est;1.054386;1.000000
2;NC;0.02;0;270;0;0;20;t2sest;0.019869;0.020000
2;NC;0.02;0;270;0;0;20;fdev;-2.885277;0.000000
2;NC;0.02;0;270;0;0;20;phest;-73.199677;270.000000
2;NC;0.02;0;270;0;0;20;m0est;1.030715;1.000000
3;NC;0.02;0;270;0;0;20;t2sest;0.025782;0.020000
3;NC;0.02;0;270;0;0;20;fdev;0.657770;0.000000
3;NC;0.02;0;270;0;0;20;phest;-92.328957;270.000000
3;NC;0.02;0;270;0;0;20;m0est;0.863154;1.000000
4;NC;0.02;0;270;0;0;20;t2sest;0.016783;0.020000
4;NC;0.02;0;270;0;0;20;fdev;-0.618222;0.000000
4;NC;0.02;0;270;0;0;20;phest;-84.556236;270.000000
4;NC;0.02;0;270;0;0;20;m0est;1.210018;1.000000
5;NC;0.02;0;270;0;0;20;t2sest;0.018921;0.020000
5;NC;0.02;0;270;0;0;20;fdev;-0.169062;0.000000
5;NC;0.02;0;270;0;0;20;phest;-89.681602;270.000000
5;NC;0.02;0;270;0;0;20;m0est;1.124254;1.000000
6;NC;0.02;0;270;0;0;20;t2sest;0.025410;0.020000
6;NC;0.02;0;270;0;0;20;fdev;-0.246494;0.000000
6;NC;0.02;0;270;0;0;20;phest;-90.837791;270.000000
6;NC;0.02;0;270;0;0;20;m0est;0.851026;1.000000
7;NC;0.02;0;270;0;0;20;t2sest;0.015812;0.020000
7;NC;0.02;0;270;0;0;20;fdev;-2.620599;0.000000
7;NC;0.02;0;270;0;0;20;phest;-81.965584;270.000000
7;NC;0.02;0;270;0;0;20;m0est;1.061136;1.000000
8;NC;0.02;0;270;0;0;20;t2sest;0.017045;0.020000
8;NC;0.02;0;270;0;0;20;fdev;1.282517;0.000000
8;NC;0.02;0;270;0;0;20;phest;-93.585808;270.000000
8;NC;0.02;0;270;0;0;20;m0est;1.066799;1.000000
9;NC;0.02;0;270;0;0;20;t2sest;0.025934;0.020000
9;NC;0.02;0;270;0;0;20;fdev;-0.394478;0.000000
9;NC;0.02;0;270;0;0;20;phest;-91.615524;270.000000
9;NC;0.02;0;270;0;0;20;m0est;0.821007;1.000000
10;NC;0.02;0;270;0;0;20;t2sest;0.017953;0.020000
10;NC;0.02;0;270;0;0;20;fdev;-0.333117;0.000000
10;NC;0.02;0;270;0;0;20;phest;-81.643440;270.000000
10;NC;0.02;0;270;0;0;20;m0est;1.235762;1.000000
1;NC;0.04;0;270;0;0;20;t2sest;0.044812;0.040000
1;NC;0.04;0;270;0;0;20;fdev;0.222570;0.000000
1;NC;0.04;0;270;0;0;20;phest;-94.085785;270.000000
1;NC;0.04;0;270;0;0;20;m0est;0.930410;1.000000
2;NC;0.04;0;270;0;0;20;t2sest;0.046018;0.040000
2;NC;0.04;0;270;0;0;20;fdev;0.079836;0.000000
2;NC;0.04;0;270;0;0;20;phest;-92.936539;270.000000
2;NC;0.04;0;270;0;0;20;m0est;0.847248;1.000000
3;NC;0.04;0;270;0;0;20;t2sest;0.035701;0.040000
3;NC;0.04;0;270;0;0;20;fdev;0.341286;0.000000
3;NC;0.04;0;270;0;0;20;phest;-92.619438;270.000000
3;NC;0.04;0;270;0;0;20;m0est;1.034701;1.000000
4;NC;0.04;0;270;0;0;20;t2sest;0.036343;0.040000
4;NC;0.04;0;270;0;0;20;fdev;-0.972755;0.000000
4;NC;0.04;0;270;0;0;20;phest;-76.770073;270.000000
4;NC;0.04;0;270;0;0;20;m0est;1.032575;1.000000
5;NC;0.04;0;270;0;0;20;t2sest;0.029573;0.040000
5;NC;0.04;0;270;0;0;20;fdev;0.541310;0.000000
5;NC;0.04;0;270;0;0;20;phest;-92.644058;270.000000
5;NC;0.04;0;270;0;0;20;m0est;1.208843;1.000000
6;NC;0.04;0;270;0;0;20;t2sest;0.041488;0.040000
6;NC;0.04;0;270;0;0;20;fdev;0.424256;0.000000
6;NC;0.04;0;270;0;0;20;phest;-98.239838;270.000000
6;NC;0.04;0;270;0;0;20;m0est;1.050325;1.000000
7;NC;0.04;0;270;0;0;20;t2sest;0.039363;0.040000
7;NC;0.04;0;270;0;0;20;fdev;0.057272;0.000000
7;NC;0.04;0;270;0;0;20;phest;-88.120781;270.000000
7;NC;0.04;0;270;0;0;20;m0est;1.046730;1.000000
8;NC;0.04;0;270;0;0;20;t2sest;0.041400;0.040000
8;NC;0.04;0;270;0;0;20;fdev;-0.268294;0.000000
8;NC;0.04;0;270;0;0;20;phest;-85.832237;270.000000
8;NC;0.04;0;270;0;0;20;m0est;0.921983;1.000000
9;NC;0.04;0;270;0;0;20;t2sest;0.037681;0.040000
9;NC;0.04;0;270;0;0;20;fdev;0.216236;0.000000
9;NC;0.04;0;270;0;0;20;phest;-90.509422;270.000000
9;NC;0.04;0;270;0;0;20;m0est;1.012420;1.000000
10;NC;0.04;0;270;0;0;20;t2sest;0.040733;0.040000
10;NC;0.04;0;270;0;0;20;fdev;-0.423239;0.000000
10;NC;0.04;0;270;0;0;20;phest;-82.363159;270.000000
10;NC;0.04;0;270;0;0;20;m0est;0.979740;1.000000
1;NC;0.06;0;270;0;0;20;t2sest;0.062861;0.060000
1;NC;0.06;0;270;0;0;20;fdev;0.021420;0.000000
1;NC;0.06;0;270;0;0;20;phest;-87.967354;270.000000
1;NC;0.06;0;270;0;0;20;m0est;0.949673;1.000000
2;NC;0.06;0;270;0;0;20;t2sest;0.068765;0.060000
2;NC;0.06;0;270;0;0;20;fdev;0.002429;0.000000
2;NC;0.06;0;270;0;0;20;phest;-90.319809;270.000000
2;NC;0.06;0;270;0;0;20;m0est;0.907532;1.000000
3;NC;0.06;0;270;0;0;20;t2sest;0.053471;0.060000
3;NC;0.06;0;270;0;0;20;fdev;-0.073379;0.000000
3;NC;0.06;0;270;0;0;20;phest;-91.092903;270.000000
3;NC;0.06;0;270;0;0;20;m0est;1.117294;1.000000
4;NC;0.06;0;270;0;0;20;t2sest;0.061937;0.060000
4;NC;0.06;0;270;0;0;20;fdev;-0.179760;0.000000
4;NC;0.06;0;270;0;0;20;phest;-88.801933;270.000000
4;NC;0.06;0;270;0;0;20;m0est;0.976672;1.000000
5;NC;0.06;0;270;0;0;20;t2sest;0.057369;0.060000
5;NC;0.06;0;270;0;0;20;fdev;-0.324730;0.000000
5;NC;0.06;0;270;0;0;20;phest;-85.188202;270.000000
5;NC;0.06;0;270;0;0;20;m0est;1.027854;1.000000
6;NC;0.06;0;270;0;0;20;t2sest;0.057584;0.060000
6;NC;0.06;0;270;0;0;20;fdev;-0.038424;0.000000
6;NC;0.06;0;270;0;0;20;phest;-87.059845;270.000000
6;NC;0.06;0;270;0;0;20;m0est;1.026724;1.000000
7;NC;0.06;0;270;0;0;20;t2sest;0.061683;0.060000
7;NC;0.06;0;270;0;0;20;fdev;-0.075547;0.000000
7;NC;0.06;0;270;0;0;20;phest;-88.095230;270.000000
7;NC;0.06;0;270;0;0;20;m0est;1.002207;1.000000
8;NC;0.06;0;270;0;0;20;t2sest;0.059410;0.060000
8;NC;0.06;0;270;0;0;20;fdev;-0.269161;0.000000
8;NC;0.06;0;270;0;0;20;phest;-89.349518;270.000000
8;NC;0.06;0;270;0;0;20;m0est;0.983938;1.000000
9;NC;0.06;0;270;0;0;20;t2sest;0.063663;0.060000
9;NC;0.06;0;270;0;0;20;fdev;-0.457664;0.000000
9;NC;0.06;0;270;0;0;20;phest;-83.240074;270.000000
9;NC;0.06;0;270;0;0;20;m0est;0.974161;1.000000
10;NC;0.06;0;270;0;0;20;t2sest;0.054275;0.060000
10;NC;0.06;0;270;0;0;20;fdev;-0.284661;0.000000
10;NC;0.06;0;270;0;0;20;phest;-84.351036;270.000000
10;NC;0.06;0;270;0;0;20;m0est;1.075574;1.000000
1;NC;0.08;0;270;0;0;20;t2sest;0.082878;0.080000
1;NC;0.08;0;270;0;0;20;fdev;-0.187816;0.000000
1;NC;0.08;0;270;0;0;20;phest;-87.370178;270.000000
1;NC;0.08;0;270;0;0;20;m0est;1.032551;1.000000
2;NC;0.08;0;270;0;0;20;t2sest;0.084006;0.080000
2;NC;0.08;0;270;0;0;20;fdev;0.059398;0.000000
2;NC;0.08;0;270;0;0;20;phest;-89.952400;270.000000
2;NC;0.08;0;270;0;0;20;m0est;0.987310;1.000000
3;NC;0.08;0;270;0;0;20;t2sest;0.073459;0.080000
3;NC;0.08;0;270;0;0;20;fdev;-0.182842;0.000000
3;NC;0.08;0;270;0;0;20;phest;-89.722595;270.000000
3;NC;0.08;0;270;0;0;20;m0est;1.065505;1.000000
4;NC;0.08;0;270;0;0;20;t2sest;0.076551;0.080000
4;NC;0.08;0;270;0;0;20;fdev;0.100584;0.000000
4;NC;0.08;0;270;0;0;20;phest;-91.237007;270.000000
4;NC;0.08;0;270;0;0;20;m0est;1.022700;1.000000
5;NC;0.08;0;270;0;0;20;t2sest;0.069297;0.080000
5;NC;0.08;0;270;0;0;20;fdev;0.167052;0.000000
5;NC;0.08;0;270;0;0;20;phest;-92.703476;270.000000
5;NC;0.08;0;270;0;0;20;m0est;1.096309;1.000000
6;NC;0.08;0;270;0;0;20;t2sest;0.081928;0.080000
6;NC;0.08;0;270;0;0;20;fdev;0.202787;0.000000
6;NC;0.08;0;270;0;0;20;phest;-90.359108;270.000000
6;NC;0.08;0;270;0;0;20;m0est;0.976479;1.000000
7;NC;0.08;0;270;0;0;20;t2sest;0.072500;0.080000
7;NC;0.08;0;270;0;0;20;fdev;-0.067256;0.000000
7;NC;0.08;0;270;0;0;20;phest;-89.315720;270.000000
7;NC;0.08;0;270;0;0;20;m0est;0.991207;1.000000
8;NC;0.08;0;270;0;0;20;t2sest;0.089185;0.080000
8;NC;0.08;0;270;0;0;20;fdev;-0.015786;0.000000
8;NC;0.08;0;270;0;0;20;phest;-92.097565;270.000000
8;NC;0.08;0;270;0;0;20;m0est;0.916270;1.000000
9;NC;0.08;0;270;0;0;20;t2sest;0.083686;0.080000
9;NC;0.08;0;270;0;0;20;fdev;-0.113798;0.000000
9;NC;0.08;0;270;0;0;20;phest;-86.584587;270.000000
9;NC;0.08;0;270;0;0;20;m0est;0.980040;1.000000
10;NC;0.08;0;270;0;0;20;t2sest;0.087925;0.080000
10;NC;0.08;0;270;0;0;20;fdev;0.171889;0.000000
10;NC;0.08;0;270;0;0;20;phest;-89.893768;270.000000
10;NC;0.08;0;270;0;0;20;m0est;0.959992;1.000000
1;NC;0.02;0;315;0;0;20;t2sest;0.021884;0.020000
1;NC;0.02;0;315;0;0;20;fdev;1.854789;0.000000
1;NC;0.02;0;315;0;0;20;phest;-54.087444;315.000000
1;NC;0.02;0;315;0;0;20;m0est;0.928058;1.000000
2;NC;0.02;0;315;0;0;20;t2sest;0.016509;0.020000
2;NC;0.02;0;315;0;0;20;fdev;-0.405475;0.000000
2;NC;0.02;0;315;0;0;20;phest;-47.324692;315.000000
2;NC;0.02;0;315;0;0;20;m0est;1.246858;1.000000
3;NC;0.02;0;315;0;0;20;t2sest;0.013332;0.020000
3;NC;0.02;0;315;0;0;20;fdev;-2.165827;0.000000
3;NC;0.02;0;315;0;0;20;phest;-32.810261;315.000000
3;NC;0.02;0;315;0;0;20;m0est;1.546650;1.000000
4;NC;0.02;0;315;0;0;20;t2sest;0.019449;0.020000
4;NC;0.02;0;315;0;0;20;fdev;0.045448;0.000000
4;NC;0.02;0;315;0;0;20;phest;-52.387135;315.000000
4;NC;0.02;0;315;0;0;20;m0est;0.846341;1.000000
5;NC;0.02;0;315;0;0;20;t2sest;0.023999;0.020000
5;NC;0.02;0;315;0;0;20;fdev;-0.866611;0.000000
5;NC;0.02;0;315;0;0;20;phest;-34.548820;315.000000
5;NC;0.02;0;315;0;0;20;m0est;0.949478;1.000000
6;NC;0.02;0;315;0;0;20;t2sest;0.018113;0.020000
6;NC;0.02;0;315;0;0;20;fdev;0.433939;0.000000
6;NC;0.02;0;315;0;0;20;phest;-45.862144;315.000000
6;NC;0.02;0;315;0;0;20;m0est;1.076295;1.000000
7;NC;0.02;0;315;0;0;20;t2sest;0.023082;0.020000
7;NC;0.02;0;315;0;0;20;fdev;-0.424754;0.000000
7;NC;0.02;0;315;0;0;20;phest;-45.970280;315.000000
7;NC;0.02;0;315;0;0;20;m0est;1.043565;1.000000
8;NC;0.02;0;315;0;0;20;t2sest;0.022177;0.020000
8;NC;0.02;0;315;0;0;20;fdev;-0.900931;0.000000
8;NC;0.02;0;315;0;0;20;phest;-41.437214;315.000000
8;NC;0.02;0;315;0;0;20;m0est;1.012290;1.000000
9;NC;0.02;0;315;0;0;20;t2sest;0.015661;0.020000
9;NC;0.02;0;315;0;0;20;fdev;-2.089191;0.000000
9;NC;0.02;0;315;0;0;20;phest;-38.629646;315.000000
9;NC;0.02;0;315;0;0;20;m0est;1.372015;1.000000
10;NC;0.02;0;315;0;0;20;t2sest;0.018912;0.020000
10;NC;0.02;0;315;0;0;20;fdev;0.133363;0.000000
10;NC;0.02;0;315;0;0;20;phest;-40.406857;315.000000
10;NC;0.02;0;315;0;0;20;m0est;1.044737;1.000000
1;NC;0.04;0;315;0;0;20;t2sest;0.035242;0.040000
1;NC;0.04;0;315;0;0;20;fdev;-0.438546;0.000000
1;NC;0.04;0;315;0;0;20;phest;-43.656406;315.000000
1;NC;0.04;0;315;0;0;20;m0est;1.091254;1.000000
2;NC;0.04;0;315;0;0;20;t2sest;0.039874;0.040000
2;NC;0.04;0;315;0;0;20;fdev;0.581705;0.000000
2;NC;0.04;0;315;0;0;20;phest;-52.233585;315.000000
2;NC;0.04;0;315;0;0;20;m0est;1.086140;1.000000
3;NC;0.04;0;315;0;0;20;t2sest;0.037615;0.040000
3;NC;0.04;0;315;0;0;20;fdev;-0.384294;0.000000
3;NC;0.04;0;315;0;0;20;phest;-44.037468;315.000000
3;NC;0.04;0;315;0;0;20;m0est;0.993006;1.000000
4;NC;0.04;0;315;0;0;20;t2sest;0.039315;0.040000
4;NC;0.04;0;315;0;0;20;fdev;0.082306;0.000000
4;NC;0.04;0;315;0;0;20;phest;-45.431393;315.000000
4;NC;0.04;0;315;0;0;20;m0est;0.979530;1.000000
5;NC;0.04;0;315;0;0;20;t2sest;0.036769;0.040000
5;NC;0.04;0;315;0;0;20;fdev;0.430755;0.000000
5;NC;0.04;0;315;0;0;20;phest;-48.144840;315.000000
5;NC;0.04;0;315;0;0;20;m0est;1.119017;1.000000
6;NC;0.04;0;315;0;0;20;t2sest;0.043338;0.040000
6;NC;0.04;0;315;0;0;20;fdev;0.167487;0.000000
6;NC;0.04;0;315;0;0;20;phest;-45.623322;315.000000
6;NC;0.04;0;315;0;0;20;m0est;1.001047;1.000000
7;NC;0.04;0;315;0;0;20;t2sest;0.045130;0.040000
7;NC;0.04;0;315;0;0;20;fdev;-0.279540;0.000000
7;NC;0.04;0;315;0;0;20;phest;-44.221470;315.000000
7;NC;0.04;0;315;0;0;20;m0est;0.871804;1.000000
8;NC;0.04;0;315;0;0;20;t2sest;0.043484;0.040000
8;NC;0.04;0;315;0;0;20;fdev;-0.572400;0.000000
8;NC;0.04;0;315;0;0;20;phest;-39.122593;315.000000
8;NC;0.04;0;315;0;0;20;m0est;0.988954;1.000000
9;NC;0.04;0;315;0;0;20;t2sest;0.038499;0.040000
9;NC;0.04;0;315;0;0;20;fdev;0.250844;0.000000
9;NC;0.04;0;315;0;0;20;phest;-44.287811;315.000000
9;NC;0.04;0;315;0;0;20;m0est;1.028048;1.000000
10;NC;0.04;0;315;0;0;20;t2sest;0.038461;0.040000
10;NC;0.04;0;315;0;0;20;fdev;-0.017771;0.000000
10;NC;0.04;0;315;0;0;20;phest;-46.367645;315.000000
10;NC;0.04;0;315;0;0;20;m0est;0.953658;1.000000
1;NC;0.06;0;315;0;0;20;t2sest;0.060252;0.060000
1;NC;0.06;0;315;0;0;20;fdev;-0.186440;0.000000
1;NC;0.06;0;315;0;0;20;phest;-41.023235;315.000000
1;NC;0.06;0;315;0;0;20;m0est;0.966415;1.000000
2;NC;0.06;0;315;0;0;20;t2sest;0.057085;0.060000
2;NC;0.06;0;315;0;0;20;fdev;-0.279686;0.000000
2;NC;0.06;0;315;0;0;20;phest;-42.327435;315.000000
2;NC;0.06;0;315;0;0;20;m0est;1.013133;1.000000
3;NC;0.06;0;315;0;0;20;t2sest;0.058339;0.060000
3;NC;0.06;0;315;0;0;20;fdev;0.364877;0.000000
3;NC;0.06;0;315;0;0;20;phest;-51.043640;315.000000
3;NC;0.06;0;315;0;0;20;m0est;1.013566;1.000000
4;NC;0.06;0;315;0;0;20;t2sest;0.064072;0.060000
4;NC;0.06;0;315;0;0;20;fdev;0.341952;0.000000
4;NC;0.06;0;315;0;0;20;phest;-51.353275;315.000000
4;NC;0.06;0;315;0;0;20;m0est;0.928532;1.000000
5;NC;0.06;0;315;0;0;20;t2sest;0.055026;0.060000
