vox;algo;r2;foffset;ph;wf;ntf;snr;param;evalue;tvalue
7;LG;0.02;0;225;0;0;30;t2sest;0.062033;0.020000
7;LG;0.02;0;225;0;0;30;m0est;0.277283;1.000000
8;LG;0.02;0;225;0;0;30;t2sest;0.045825;0.020000
8;LG;0.02;0;225;0;0;30;m0est;0.356130;1.000000
9;LG;0.02;0;225;0;0;30;t2sest;0.038183;0.020000
9;LG;0.02;0;225;0;0;30;m0est;0.374260;1.000000
10;LG;0.02;0;225;0;0;30;t2sest;0.050957;0.020000
10;LG;0.02;0;225;0;0;30;m0est;0.270009;1.000000
1;LG;0.04;0;225;0;0;30;t2sest;0.037852;0.040000
1;LG;0.04;0;225;0;0;30;m0est;1.106008;1.000000
2;LG;0.04;0;225;0;0;30;t2sest;0.037257;0.040000
2;LG;0.04;0;225;0;0;30;m0est;0.994167;1.000000
3;LG;0.04;0;225;0;0;30;t2sest;0.038139;0.040000
3;LG;0.04;0;225;0;0;30;m0est;1.145672;1.000000
4;LG;0.04;0;225;0;0;30;t2sest;0.045892;0.040000
4;LG;0.04;0;225;0;0;30;m0est;0.874292;1.000000
5;LG;0.04;0;225;0;0;30;t2sest;0.045394;0.040000
5;LG;0.04;0;225;0;0;30;m0est;0.855347;1.000000
6;LG;0.04;0;225;0;0;30;t2sest;0.041276;0.040000
6;LG;0.04;0;225;0;0;30;m0est;0.867780;1.000000
7;LG;0.04;0;225;0;0;30;t2sest;0.044074;0.040000
7;LG;0.04;0;225;0;0;30;m0est;0.889956;1.000000
8;LG;0.04;0;225;0;0;30;t2sest;0.049976;0.040000
8;LG;0.04;0;225;0;0;30;m0est;0.739436;1.000000
9;LG;0.04;0;225;0;0;30;t2sest;0.053342;0.040000
9;LG;0.04;0;225;0;0;30;m0est;0.686969;1.000000
10;LG;0.04;0;225;0;0;30;t2sest;0.048465;0.040000
10;LG;0.04;0;225;0;0;30;m0est;0.765185;1.000000
1;LG;0.06;0;225;0;0;30;t2sest;0.061368;0.060000
1;LG;0.06;0;225;0;0;30;m0est;0.963440;1.000000
2;LG;0.06;0;225;0;0;30;t2sest;0.064574;0.060000
2;LG;0.06;0;225;0;0;30;m0est;0.952975;1.000000
3;LG;0.06;0;225;0;0;30;t2sest;0.064211;0.060000
3;LG;0.06;0;225;0;0;30;m0est;0.939841;1.000000
4;LG;0.06;0;225;0;0;30;t2sest;0.057056;0.060000
4;LG;0.06;0;225;0;0;30;m0est;0.942525;1.000000
5;LG;0.06;0;225;0;0;30;t2sest;0.059180;0.060000
5;LG;0.06;0;225;0;0;30;m0est;1.038942;1.000000
6;LG;0.06;0;225;0;0;30;t2sest;0.060309;0.060000
6;LG;0.06;0;225;0;0;30;m0est;1.013964;1.000000
7;LG;0.06;0;225;0;0;30;t2sest;0.067727;0.060000
7;LG;0.06;0;225;0;0;30;m0est;0.928710;1.000000
8;LG;0.06;0;225;0;0;30;t2sest;0.072589;0.060000
8;LG;0.06;0;225;0;0;30;m0est;0.859060;1.000000
9;LG;0.06;0;225;0;0;30;t2sest;0.060046;0.060000
9;LG;0.06;0;225;0;0;30;m0est;1.015491;1.000000
10;LG;0.06;0;225;0;0;30;t2sest;0.065583;0.060000
10;LG;0.06;0;225;0;0;30;m0est;0.935942;1.000000
1;LG;0.08;0;225;0;0;30;t2sest;0.073571;0.080000
1;LG;0.08;0;225;0;0;30;m0est;1.038820;1.000000
2;LG;0.08;0;225;0;0;30;t2sest;0.078307;0.080000
2;LG;0.08;0;225;0;0;30;m0est;0.973491;1.000000
3;LG;0.08;0;225;0;0;30;t2sest;0.072660;0.080000
3;LG;0.08;0;225;0;0;30;m0est;1.093703;1.000000
4;LG;0.08;0;225;0;0;30;t2sest;0.078231;0.080000
4;LG;0.08;0;225;0;0;30;m0est;1.023301;1.000000
5;LG;0.08;0;225;0;0;30;t2sest;0.090893;0.080000
5;LG;0.08;0;225;0;0;30;m0est;0.929683;1.000000
6;LG;0.08;0;225;0;0;30;t2sest;0.085407;0.080000
6;LG;0.08;0;225;0;0;30;m0est;0.958523;1.000000
7;LG;0.08;0;225;0;0;30;t2sest;0.084154;0.080000
7;LG;0.08;0;225;0;0;30;m0est;0.950919;1.000000
8;LG;0.08;0;225;0;0;30;t2sest;0.077316;0.080000
8;LG;0.08;0;225;0;0;30;m0est;1.037132;1.000000
9;LG;0.08;0;225;0;0;30;t2sest;0.081973;0.080000
9;LG;0.08;0;225;0;0;30;m0est;1.004277;1.000000
10;LG;0.08;0;225;0;0;30;t2sest;0.079474;0.080000
10;LG;0.08;0;225;0;0;30;m0est;0.981524;1.000000
1;LG;0.02;0;270;0;0;30;t2sest;0.049790;0.020000
1;LG;0.02;0;270;0;0;30;m0est;0.371733;1.000000
2;LG;0.02;0;270;0;0;30;t2sest;0.051055;0.020000
2;LG;0.02;0;270;0;0;30;m0est;0.347068;1.000000
3;LG;0.02;0;270;0;0;30;t2sest;0.057096;0.020000
3;LG;0.02;0;270;0;0;30;m0est;0.264142;1.000000
4;LG;0.02;0;270;0;0;30;t2sest;0.066904;0.020000
4;LG;0.02;0;270;0;0;30;m0est;0.272706;1.000000
5;LG;0.02;0;270;0;0;30;t2sest;0.056532;0.020000
5;LG;0.02;0;270;0;0;30;m0est;0.313964;1.000000
6;LG;0.02;0;270;0;0;30;t2sest;0.032101;0.020000
6;LG;0.02;0;270;0;0;30;m0est;0.542932;1.000000
7;LG;0.02;0;270;0;0;30;t2sest;0.046425;0.020000
7;LG;0.02;0;270;0;0;30;m0est;0.231642;1.000000
8;LG;0.02;0;270;0;0;30;t2sest;0.048537;0.020000
8;LG;0.02;0;270;0;0;30;m0est;0.361583;1.000000
9;LG;0.02;0;270;0;0;30;t2sest;0.067180;0.020000
9;LG;0.02;0;270;0;0;30;m0est;0.200176;1.000000
10;LG;0.02;0;270;0;0;30;t2sest;0.050471;0.020000
10;LG;0.02;0;270;0;0;30;m0est;0.347409;1.000000
1;LG;0.04;0;270;0;0;30;t2sest;0.046507;0.040000
1;LG;0.04;0;270;0;0;30;m0est;0.892555;1.000000
2;LG;0.04;0;270;0;0;30;t2sest;0.042764;0.040000
2;LG;0.04;0;270;0;0;30;m0est;1.003116;1.000000
3;LG;0.04;0;270;0;0;30;t2sest;0.050360;0.040000
3;LG;0.04;0;270;0;0;30;m0est;0.851548;1.000000
4;LG;0.04;0;270;0;0;30;t2sest;0.045887;0.040000
4;LG;0.04;0;270;0;0;30;m0est;0.867910;1.000000
5;LG;0.04;0;270;0;0;30;t2sest;0.054455;0.040000
5;LG;0.04;0;270;0;0;30;m0est;0.715142;1.000000
6;LG;0.04;0;270;0;0;30;t2sest;0.041979;0.040000
6;LG;0.04;0;270;0;0;30;m0est;0.890529;1.000000
7;LG;0.04;0;270;0;0;30;t2sest;0.047658;0.040000
7;LG;0.04;0;270;0;0;30;m0est;0.879704;1.000000
8;LG;0.04;0;270;0;0;30;t2sest;0.040905;0.040000
8;LG;0.04;0;270;0;0;30;m0est;0.925928;1.000000
9;LG;0.04;0;270;0;0;30;t2sest;0.046157;0.040000
9;LG;0.04;0;270;0;0;30;m0est;0.835965;1.000000
10;LG;0.04;0;270;0;0;30;t2sest;0.040801;0.040000
10;LG;0.04;0;270;0;0;30;m0est;1.030922;1.000000
1;LG;0.06;0;270;0;0;30;t2sest;0.061235;0.060000
1;LG;0.06;0;270;0;0;30;m0est;0.950604;1.000000
2;LG;0.06;0;270;0;0;30;t2sest;0.065084;0.060000
2;LG;0.06;0;270;0;0;30;m0est;0.917800;1.000000
3;LG;0.06;0;270;0;0;30;t2sest;0.065940;0.060000
3;LG;0.06;0;270;0;0;30;m0est;0.968925;1.000000
4;LG;0.06;0;270;0;0;30;t2sest;0.061199;0.060000
4;LG;0.06;0;270;0;0;30;m0est;0.940226;1.000000
5;LG;0.06;0;270;0;0;30;t2sest;0.066322;0.060000
5;LG;0.06;0;270;0;0;30;m0est;0.953159;1.000000
6;LG;0.06;0;270;0;0;30;t2sest;0.056654;0.060000
6;LG;0.06;0;270;0;0;30;m0est;1.075417;1.000000
7;LG;0.06;0;270;0;0;30;t2sest;0.074928;0.060000
7;LG;0.06;0;270;0;0;30;m0est;0.849758;1.000000
8;LG;0.06;0;270;0;0;30;t2sest;0.054088;0.060000
8;LG;0.06;0;270;0;0;30;m0est;1.105542;1.000000
9;LG;0.06;0;270;0;0;30;t2sest;0.054566;0.060000
9;LG;0.06;0;270;0;0;30;m0est;1.089872;1.000000
10;LG;0.06;0;270;0;0;30;t2sest;0.065136;0.060000
10;LG;0.06;0;270;0;0;30;m0est;0.964050;1.000000
1;LG;0.08;0;270;0;0;30;t2sest;0.080603;0.080000
1;LG;0.08;0;270;0;0;30;m0est;1.015030;1.000000
2;LG;0.08;0;270;0;0;30;t2sest;0.078010;0.080000
2;LG;0.08;0;270;0;0;30;m0est;1.002698;1.000000
3;LG;0.08;0;270;0;0;30;t2sest;0.078044;0.080000
3;LG;0.08;0;270;0;0;30;m0est;0.989977;1.000000
4;LG;0.08;0;270;0;0;30;t2sest;0.076891;0.080000
4;LG;0.08;0;270;0;0;30;m0est;1.032045;1.000000
5;LG;0.08;0;270;0;0;30;t2sest;0.079065;0.080000
5;LG;0.08;0;270;0;0;30;m0est;0.982185;1.000000
6;LG;0.08;0;270;0;0;30;t2sest;0.075675;0.080000
6;LG;0.08;0;270;0;0;30;m0est;1.030952;1.000000
7;LG;0.08;0;270;0;0;30;t2sest;0.082950;0.080000
7;LG;0.08;0;270;0;0;30;m0est;0.981443;1.000000
8;LG;0.08;0;270;0;0;30;t2sest;0.074359;0.080000
8;LG;0.08;0;270;0;0;30;m0est;1.044081;1.000000
9;LG;0.08;0;270;0;0;30;t2sest;0.079231;0.080000
9;LG;0.08;0;270;0;0;30;m0est;1.001029;1.000000
1;LG;0.02;0;315;0;0;30;t2sest;0.060338;0.020000
1;LG;0.02;0;315;0;0;30;m0est;0.295939;1.000000
2;LG;0.02;0;315;0;0;30;t2sest;0.062463;0.020000
2;LG;0.02;0;315;0;0;30;m0est;0.308433;1.000000
3;LG;0.02;0;315;0;0;30;t2sest;0.049471;0.020000
3;LG;0.02;0;315;0;0;30;m0est;0.326989;1.000000
4;LG;0.02;0;315;0;0;30;t2sest;0.059569;0.020000
4;LG;0.02;0;315;0;0;30;m0est;0.264556;1.000000
5;LG;0.02;0;315;0;0;30;t2sest;0.060735;0.020000
5;LG;0.02;0;315;0;0;30;m0est;0.284649;1.000000
6;LG;0.02;0;315;0;0;30;t2sest;0.048680;0.020000
6;LG;0.02;0;315;0;0;30;m0est;0.336256;1.000000
7;LG;0.02;0;315;0;0;30;t2sest;0.055537;0.020000
7;LG;0.02;0;315;0;0;30;m0est;0.272358;1.000000
8;LG;0.02;0;315;0;0;30;t2sest;0.055258;0.020000
8;LG;0.02;0;315;0;0;30;m0est;0.194465;1.000000
9;LG;0.02;0;315;0;0;30;t2sest;0.071089;0.020000
9;LG;0.02;0;315;0;0;30;m0est;0.192434;1.000000
10;LG;0.02;0;315;0;0;30;t2sest;0.057016;0.020000
10;LG;0.02;0;315;0;0;30;m0est;0.303796;1.000000
1;LG;0.04;0;315;0;0;30;t2sest;0.040695;0.040000
1;LG;0.04;0;315;0;0;30;m0est;0.902044;1.000000
2;LG;0.04;0;315;0;0;30;t2sest;0.049109;0.040000
2;LG;0.04;0;315;0;0;30;m0est;0.848923;1.000000
3;LG;0.04;0;315;0;0;30;t2sest;0.038985;0.040000
3;LG;0.04;0;315;0;0;30;m0est;1.013183;1.000000
4;LG;0.04;0;315;0;0;30;t2sest;0.041838;0.040000
4;LG;0.04;0;315;0;0;30;m0est;0.955399;1.000000
5;LG;0.04;0;315;0;0;30;t2sest;0.043329;0.040000
5;LG;0.04;0;315;0;0;30;m0est;0.862134;1.000000
6;LG;0.04;0;315;0;0;30;t2sest;0.050430;0.040000
6;LG;0.04;0;315;0;0;30;m0est;0.810828;1.000000
7;LG;0.04;0;315;0;0;30;t2sest;0.054142;0.040000
7;LG;0.04;0;315;0;0;30;m0est;0.725585;1.000000
8;LG;0.04;0;315;0;0;30;t2sest;0.047997;0.040000
8;LG;0.04;0;315;0;0;30;m0est;0.802326;1.000000
9;LG;0.04;0;315;0;0;30;t2sest;0.042458;0.040000
9;LG;0.04;0;315;0;0;30;m0est;0.885010;1.000000
10;LG;0.04;0;315;0;0;30;t2sest;0.039639;0.040000
10;LG;0.04;0;315;0;0;30;m0est;0.967948;1.000000
1;LG;0.06;0;315;0;0;30;t2sest;0.066620;0.060000
1;LG;0.06;0;315;0;0;30;m0est;0.944808;1.000000
2;LG;0.06;0;315;0;0;30;t2sest;0.057494;0.060000
2;LG;0.06;0;315;0;0;30;m0est;1.070411;1.000000
3;LG;0.06;0;315;0;0;30;t2sest;0.063038;0.060000
3;LG;0.06;0;315;0;0;30;m0est;0.957786;1.000000
4;LG;0.06;0;315;0;0;30;t2sest;0.065324;0.060000
4;LG;0.06;0;315;0;0;30;m0est;0.954855;1.000000
5;LG;0.06;0;315;0;0;30;t2sest;0.065503;0.060000
5;LG;0.06;0;315;0;0;30;m0est;0.934902;1.000000
6;LG;0.06;0;315;0;0;30;t2sest;0.053572;0.060000
6;LG;0.06;0;315;0;0;30;m0est;1.130116;1.000000
7;LG;0.06;0;315;0;0;30;t2sest;0.055270;0.060000
7;LG;0.06;0;315;0;0;30;m0est;1.043243;1.000000
8;LG;0.06;0;315;0;0;30;t2sest;0.057352;0.060000
8;LG;0.06;0;315;0;0;30;m0est;1.015624;1.000000
9;LG;0.06;0;315;0;0;30;t2sest;0.063307;0.060000
9;LG;0.06;0;315;0;0;30;m0est;0.949231;1.000000
10;LG;0.06;0;315;0;0;30;t2sest;0.076650;0.060000
10;LG;0.06;0;315;0;0;30;m0est;0.825751;1.000000
1;LG;0.08;0;315;0;0;30;t2sest;0.075511;0.080000
1;LG;0.08;0;315;0;0;30;m0est;1.033195;1.000000
2;LG;0.08;0;315;0;0;30;t2sest;0.080202;0.080000
2;LG;0.08;0;315;0;0;30;m0est;1.011582;1.000000
3;LG;0.08;0;315;0;0;30;t2sest;0.085013;0.080000
3;LG;0.08;0;315;0;0;30;m0est;0.993016;1.000000
4;LG;0.08;0;315;0;0;30;t2sest;0.090292;0.080000
4;LG;0.08;0;315;0;0;30;m0est;0.949640;1.000000
5;LG;0.08;0;315;0;0;30;t2sest;0.071887;0.080000
5;LG;0.08;0;315;0;0;30;m0est;1.059469;1.000000
6;LG;0.08;0;315;0;0;30;t2sest;0.078184;0.080000
6;LG;0.08;0;315;0;0;30;m0est;1.004563;1.000000
7;LG;0.08;0;315;0;0;30;t2sest;0.074514;0.080000
7;LG;0.08;0;315;0;0;30;m0est;1.057838;1.000000
8;LG;0.08;0;315;0;0;30;t2sest;0.072972;0.080000
8;LG;0.08;0;315;0;0;30;m0est;1.061601;1.000000
9;LG;0.08;0;315;0;0;30;t2sest;0.083549;0.080000
9;LG;0.08;0;315;0;0;30;m0est;0.996528;1.000000
10;LG;0.08;0;315;0;0;30;t2sest;0.079427;0.080000
10;LG;0.08;0;315;0;0;30;m0est;1.045028;1.000000
1;LG;0.02;0;0;0;0;20;t2sest;0.081114;0.020000
1;LG;0.02;0;0;0;0;20;m0est;0.277337;1.000000
2;LG;0.02;0;0;0;0;20;t2sest;0.054420;0.020000
2;LG;0.02;0;0;0;0;20;m0est;0.396262;1.000000
3;LG;0.02;0;0;0;0;20;t2sest;0.064097;0.020000
3;LG;0.02;0;0;0;0;20;m0est;0.268246;1.000000
4;LG;0.02;0;0;0;0;20;t2sest;0.070446;0.020000
4;LG;0.02;0;0;0;0;20;m0est;0.301954;1.000000
5;LG;0.02;0;0;0;0;20;t2sest;0.058400;0.020000
5;LG;0.02;0;0;0;0;20;m0est;0.320210;1.000000
6;LG;0.02;0;0;0;0;20;t2sest;0.076796;0.020000
6;LG;0.02;0;0;0;0;20;m0est;0.302428;1.000000
7;LG;0.02;0;0;0;0;20;t2sest;0.060316;0.020000
7;LG;0.02;0;0;0;0;20;m0est;0.300668;1.000000
8;LG;0.02;0;0;0;0;20;t2sest;0.061367;0.020000
8;LG;0.02;0;0;0;0;20;m0est;0.368381;1.000000
9;LG;0.02;0;0;0;0;20;t2sest;0.101442;0.020000
9;LG;0.02;0;0;0;0;20;m0est;0.184333;1.000000
10;LG;0.02;0;0;0;0;20;t2sest;0.068996;0.020000
10;LG;0.02;0;0;0;0;20;m0est;0.254613;1.000000
1;LG;0.04;0;0;0;0;20;t2sest;0.052302;0.040000
1;LG;0.04;0;0;0;0;20;m0est;0.779080;1.000000
2;LG;0.04;0;0;0;0;20;t2sest;0.051045;0.040000
2;LG;0.04;0;0;0;0;20;m0est;0.821328;1.000000
3;LG;0.04;0;0;0;0;20;t2sest;0.045277;0.040000
3;LG;0.04;0;0;0;0;20;m0est;0.851972;1.000000
4;LG;0.04;0;0;0;0;20;t2sest;0.054836;0.040000
4;LG;0.04;0;0;0;0;20;m0est;0.759992;1.000000
5;LG;0.04;0;0;0;0;20;t2sest;0.050851;0.040000
5;LG;0.04;0;0;0;0;20;m0est;0.702267;1.000000
6;LG;0.04;0;0;0;0;20;t2sest;0.053215;0.040000
6;LG;0.04;0;0;0;0;20;m0est;0.681826;1.000000
7;LG;0.04;0;0;0;0;20;t2sest;0.042043;0.040000
7;LG;0.04;0;0;0;0;20;m0est;0.974121;1.000000
8;LG;0.04;0;0;0;0;20;t2sest;0.047922;0.040000
8;LG;0.04;0;0;0;0;20;m0est;0.714911;1.000000
9;LG;0.04;0;0;0;0;20;t2sest;0.050953;0.040000
9;LG;0.04;0;0;0;0;20;m0est;0.861664;1.000000
1;LG;0.06;0;0;0;0;20;t2sest;0.056217;0.060000
1;LG;0.06;0;0;0;0;20;m0est;1.033975;1.000000
2;LG;0.06;0;0;0;0;20;t2sest;0.053762;0.060000
2;LG;0.06;0;0;0;0;20;m0est;1.119744;1.000000
3;LG;0.06;0;0;0;0;20;t2sest;0.071368;0.060000
3;LG;0.06;0;0;0;0;20;m0est;0.851863;1.000000
4;LG;0.06;0;0;0;0;20;t2sest;0.059362;0.060000
4;LG;0.06;0;0;0;0;20;m0est;0.997526;1.000000
5;LG;0.06;0;0;0;0;20;t2sest;0.059919;0.060000
5;LG;0.06;0;0;0;0;20;m0est;0.925913;1.000000
6;LG;0.06;0;0;0;0;20;t2sest;0.062291;0.060000
6;LG;0.06;0;0;0;0;20;m0est;0.930940;1.000000
7;LG;0.06;0;0;0;0;20;t2sest;0.055619;0.060000
7;LG;0.06;0;0;0;0;20;m0est;1.034817;1.000000
8;LG;0.06;0;0;0;0;20;t2sest;0.071262;0.060000
8;LG;0.06;0;0;0;0;20;m0est;0.895453;1.000000
9;LG;0.06;0;0;0;0;20;t2sest;0.052675;0.060000
9;LG;0.06;0;0;0;0;20;m0est;1.120305;1.000000
10;LG;0.06;0;0;0;0;20;t2sest;0.079509;0.060000
10;LG;0.06;0;0;0;0;20;m0est;0.841437;1.000000
1;LG;0.08;0;0;0;0;20;t2sest;0.078351;0.080000
1;LG;0.08;0;0;0;0;20;m0est;1.010200;1.000000
2;LG;0.08;0;0;0;0;20;t2sest;0.074472;0.080000
2;LG;0.08;0;0;0;0;20;m0est;0.960770;1.000000
3;LG;0.08;0;0;0;0;20;t2sest;0.096025;0.080000
3;LG;0.08;0;0;0;0;20;m0est;0.877424;1.000000
4;LG;0.08;0;0;0;0;20;t2sest;0.076095;0.080000
4;LG;0.08;0;0;0;0;20;m0est;1.090394;1.000000
5;LG;0.08;0;0;0;0;20;t2sest;0.081166;0.080000
5;LG;0.08;0;0;0;0;20;m0est;0.986242;1.000000
6;LG;0.08;0;0;0;0;20;t2sest;0.076912;0.080000
6;LG;0.08;0;0;0;0;20;m0est;1.037561;1.000000
7;LG;0.08;0;0;0;0;20;t2sest;0.088104;0.080000
7;LG;0.08;0;0;0;0;20;m0est;0.932170;1.000000
8;LG;0.08;0;0;0;0;20;t2sest;0.062022;0.080000
8;LG;0.08;0;0;0;0;20;m0est;1.199684;1.000000
9;LG;0.08;0;0;0;0;20;t2sest;0.085208;0.080000
9;LG;0.08;0;0;0;0;20;m0est;0.956715;1.000000
10;LG;0.08;0;0;0;0;20;t2sest;0.071358;0.080000
10;LG;0.08;0;0;0;0;20;m0est;1.091278;1.000000
1;LG;0.02;0;45;0;0;20;t2sest;0.067105;0.020000
1;LG;0.02;0;45;0;0;20;m0est;0.266517;1.000000
2;LG;0.02;0;45;0;0;20;t2sest;0.082709;0.020000
2;LG;0.02;0;45;0;0;20;m0est;0.242811;1.000000
3;LG;0.02;0;45;0;0;20;t2sest;0.062689;0.020000
3;LG;0.02;0;45;0;0;20;m0est;0.258480;1.000000
4;LG;0.02;0;45;0;0;20;t2sest;0.066001;0.020000
4;LG;0.02;0;45;0;0;20;m0est;0.288046;1.000000
5;LG;0.02;0;45;0;0;20;t2sest;0.059940;0.020000
5;LG;0.02;0;45;0;0;20;m0est;0.297556;1.000000
6;LG;0.02;0;45;0;0;20;t2sest;0.034788;0.020000
6;LG;0.02;0;45;0;0;20;m0est;0.597496;1.000000
7;LG;0.02;0;45;0;0;20;t2sest;0.050458;0.020000
7;LG;0.02;0;45;0;0;20;m0est;0.333263;1.000000
8;LG;0.02;0;45;0;0;20;t2sest;0.049083;0.020000
8;LG;0.02;0;45;0;0;20;m0est;0.368509;1.000000
9;LG;0.02;0;45;0;0;20;t2sest;0.050146;0.020000
9;LG;0.02;0;45;0;0;20;m0est;0.471723;1.000000
10;LG;0.02;0;45;0;0;20;t2sest;0.057318;0.020000
10;LG;0.02;0;45;0;0;20;m0est;0.342213;1.000000
1;LG;0.04;0;45;0;0;20;t2sest;0.053000;0.040000
1;LG;0.04;0;45;0;0;20;m0est;0.715863;1.000000
2;LG;0.04;0;45;0;0;20;t2sest;0.052560;0.040000
2;LG;0.04;0;45;0;0;20;m0est;0.811455;1.000000
3;LG;0.04;0;45;0;0;20;t2sest;0.028204;0.040000
3;LG;0.04;0;45;0;0;20;m0est;1.672091;1.000000
4;LG;0.04;0;45;0;0;20;t2sest;0.051681;0.040000
4;LG;0.04;0;45;0;0;20;m0est;0.741017;1.000000
5;LG;0.04;0;45;0;0;20;t2sest;0.045376;0.040000
5;LG;0.04;0;45;0;0;20;m0est;0.877985;1.000000
6;LG;0.04;0;45;0;0;20;t2sest;0.045325;0.040000
6;LG;0.04;0;45;0;0;20;m0est;0.848042;1.000000
7;LG;0.04;0;45;0;0;20;t2sest;0.045662;0.040000
7;LG;0.04;0;45;0;0;20;m0est;0.858526;1.000000
8;LG;0.04;0;45;0;0;20;t2sest;0.045878;0.040000
8;LG;0.04;0;45;0;0;20;m0est;0.924484;1.000000
9;LG;0.04;0;45;0;0;20;t2sest;0.042090;0.040000
9;LG;0.04;0;45;0;0;20;m0est;0.918691;1.000000
10;LG;0.04;0;45;0;0;20;t2sest;0.052358;0.040000
10;LG;0.04;0;45;0;0;20;m0est;0.812252;1.000000
1;LG;0.06;0;45;0;0;20;t2sest;0.066999;0.060000
1;LG;0.06;0;45;0;0;20;m0est;0.851249;1.000000
2;LG;0.06;0;45;0;0;20;t2sest;0.042485;0.060000
2;LG;0.06;0;45;0;0;20;m0est;1.385340;1.000000
3;LG;0.06;0;45;0;0;20;t2sest;0.058301;0.060000
3;LG;0.06;0;45;0;0;20;m0est;0.965140;1.000000
4;LG;0.06;0;45;0;0;20;t2sest;0.073392;0.060000
4;LG;0.06;0;45;0;0;20;m0est;0.858908;1.000000
5;LG;0.06;0;45;0;0;20;t2sest;0.053131;0.060000
5;LG;0.06;0;45;0;0;20;m0est;1.158797;1.000000
6;LG;0.06;0;45;0;0;20;t2sest;0.061183;0.060000
6;LG;0.06;0;45;0;0;20;m0est;1.006149;1.000000
7;LG;0.06;0;45;0;0;20;t2sest;0.063433;0.060000
7;LG;0.06;0;45;0;0;20;m0est;0.960787;1.000000
8;LG;0.06;0;45;0;0;20;t2sest;0.085883;0.060000
8;LG;0.06;0;45;0;0;20;m0est;0.741046;1.000000
9;LG;0.06;0;45;0;0;20;t2sest;0.083642;0.060000
9;LG;0.06;0;45;0;0;20;m0est;0.818508;1.000000
10;LG;0.06;0;45;0;0;20;t2sest;0.078634;0.060000
10;LG;0.06;0;45;0;0;20;m0est;0.843628;1.000000
1;LG;0.08;0;45;0;0;20;t2sest;0.091570;0.080000
1;LG;0.08;0;45;0;0;20;m0est;0.905878;1.000000
2;LG;0.08;0;45;0;0;20;t2sest;0.079958;0.080000
2;LG;0.08;0;45;0;0;20;m0est;0.960114;1.000000
3;LG;0.08;0;45;0;0;20;t2sest;0.082888;0.080000
3;LG;0.08;0;45;0;0;20;m0est;0.960457;1.000000
4;LG;0.08;0;45;0;0;20;t2sest;0.061031;0.080000
4;LG;0.08;0;45;0;0;20;m0est;1.205614;1.000000
5;LG;0.08;0;45;0;0;20;t2sest;0.104307;0.080000
5;LG;0.08;0;45;0;0;20;m0est;0.827161;1.000000
6;LG;0.08;0;45;0;0;20;t2sest;0.060826;0.080000
6;LG;0.08;0;45;0;0;20;m0est;1.220870;1.000000
7;LG;0.08;0;45;0;0;20;t2sest;0.091589;0.080000
7;LG;0.08;0;45;0;0;20;m0est;0.949130;1.000000
8;LG;0.08;0;45;0;0;20;t2sest;0.091499;0.080000
8;LG;0.08;0;45;0;0;20;m0est;0.960016;1.000000
9;LG;0.08;0;45;0;0;20;t2sest;0.080438;0.080000
9;LG;0.08;0;45;0;0;20;m0est;0.991832;1.000000
10;LG;0.08;0;45;0;0;20;t2sest;0.084675;0.080000
10;LG;0.08;0;45;0;0;20;m0est;0.983340;1.000000
1;LG;0.02;0;90;0;0;20;t2sest;0.062371;0.020000
1;LG;0.02;0;90;0;0;20;m0est;0.275615;1.000000
2;LG;0.02;0;90;0;0;20;t2sest;0.085111;0.020000
2;LG;0.02;0;90;0;0;20;m0est;0.198256;1.000000
3;LG;0.02;0;90;0;0;20;t2sest;0.059476;0.020000
3;LG;0.02;0;90;0;0;20;m0est;0.377832;1.000000
4;LG;0.02;0;90;0;0;20;t2sest;0.160844;0.020000
4;LG;0.02;0;90;0;0;20;m0est;0.123504;1.000000
5;LG;0.02;0;90;0;0;20;t2sest;0.143944;0.020000
5;LG;0.02;0;90;0;0;20;m0est;0.133230;1.000000
6;LG;0.02;0;90;0;0;20;t2sest;0.056892;0.020000
6;LG;0.02;0;90;0;0;20;m0est;0.360416;1.000000
7;LG;0.02;0;90;0;0;20;t2sest;0.091041;0.020000
7;LG;0.02;0;90;0;0;20;m0est;0.229675;1.000000
8;LG;0.02;0;90;0;0;20;t2sest;0.099501;0.020000
8;LG;0.02;0;90;0;0;20;m0est;0.218771;1.000000
9;LG;0.02;0;90;0;0;20;t2sest;0.049940;0.020000
9;LG;0.02;0;90;0;0;20;m0est;0.425965;1.000000
10;LG;0.02;0;90;0;0;20;t2sest;0.063362;0.020000
10;LG;0.02;0;90;0;0;20;m0est;0.315603;1.000000
1;LG;0.04;0;90;0;0;20;t2sest;0.050536;0.040000
1;LG;0.04;0;90;0;0;20;m0est;0.756549;1.000000
2;LG;0.04;0;90;0;0;20;t2sest;0.060588;0.040000
2;LG;0.04;0;90;0;0;20;m0est;0.630721;1.000000
3;LG;0.04;0;90;0;0;20;t2sest;0.039950;0.040000
3;LG;0.04;0;90;0;0;20;m0est;0.816868;1.000000
4;LG;0.04;0;90;0;0;20;t2sest;0.056384;0.040000
4;LG;0.04;0;90;0;0;20;m0est;0.662469;1.000000
5;LG;0.04;0;90;0;0;20;t2sest;0.057982;0.040000
5;LG;0.04;0;90;0;0;20;m0est;0.689696;1.000000
6;LG;0.04;0;90;0;0;20;t2sest;0.055126;0.040000
6;LG;0.04;0;90;0;0;20;m0est;0.725039;1.000000
